method,setting,example_id,question_type,level,question,gold_titles,retrieved_titles,any_evidence_recall@2,any_evidence_recall@5,any_evidence_recall@10,full_evidence_recall@2,full_evidence_recall@5,full_evidence_recall@10,partial_evidence_recall@2,partial_evidence_recall@5,partial_evidence_recall@10,reciprocal_rank_at_10,reciprocal_rank_at_50
rerank,pooled,5a7166395542994082a3e814,bridge,hard,"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",Kansas Song | University of Kansas,"University of Kansas | Kansas Song | University of Missouri–Kansas City | Kansas City metropolitan area | University of the Incarnate Word | History of the Kansas City metropolitan area | Truman Sports Complex | Kansas City crime family | CommunityAmerica Ballpark | Downtown Kansas City | North Kansas City, Missouri | Kansas City jazz | 2008 Kansas City Wizards season | Arrowhead Stadium | Shawnee Mission District Stadium | Children's Mercy Park | 1943 NAIA Division I Men's Basketball Tournament | Kauffman Stadium | Bishop Carroll Catholic High School | Doehling–Heselton Memorial Trophy | Olathe East High School | Kapaun Mt. Carmel Catholic High School | Kevin Lockett | Charles Deaton | 2017 Kansas City Royals season | Brown County, Kansas | Carnegie Mellon University | 2016 Kansas City Royals season | Brown State Fishing Lake | Rutgers University | Southeastern Conference | Civil War (college football game) | Portland State Vikings football under Jerry Glanville | Oikos University shooting | For Against | Wondering (Dirty Pretty Things song) | Kon Kan | Beat Happening/Screaming Trees | Family Reunion (Saliva song) | I Don't Want to Go to School | Umpqua Community College shooting | Hikky Burr | Alamo Heights SA | Oleson Park Music Pavilion | The College Dropout | Kripalu Center | Graduation (album) | Fruit Bowl | KOKO-FM | KGOT",1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
rerank,pooled,5a877e5d5542993e715abf7d,bridge,hard,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",David Weissman | The Family Man,The Family Man | David Weissman | Deadfall (1993 film) | Time to Kill (1989 film) | Drive Angry | Larry Wilson (screenwriter) | Tron: Evolution | David Ayer | Adrian Molina | About a Boy (film) | Christopher Greenbury | Alien (film) | Healing (film) | James Gunn | Alien: Covenant | Oz the Great and Powerful | James Franco | Brandon Dickerson | ATL (film) | List of accolades received by La La Land | Fantastic Beasts and Where to Find Them (film) | 11 Harrowhouse | John Waters | Tromeo and Juliet | George Abbott | Enrique Carreras | La Belle Américaine | Aquaman (film) | Ottavio Alessi | The Current War | Aliens (soundtrack) | Identity Films | Innerspace | A Summer in the Cage | Spin Out (2016 film) | David Yates | Ed Wood (film) | Enrico Casarosa | The Polar Bears | The Card (1952 film) | Poetical Refugee | Adam Collis | American Beauty (soundtrack) | Flight of the Innocent | David and Sandy Reynolds-Wasco | Roy Holder | Al Pacino on stage and screen | Valentina (2008 film) | Harley Jessup | Golden Globe Award for Best Animated Feature Film,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
rerank,pooled,5ab3b0bf5542992ade7c6e39,bridge,hard,What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,End of Days (film) | Oh My God (Guns N' Roses song),Last Action Hero | Oh My God (Guns N' Roses song) | Guns N' Roses discography | True Lies | Arnold Schwarzenegger filmography | Steven Adler | Cops and Robbers (1973 film) | Striking Distance | Slash's Blues Ball | Cop Out (2010 film) | Criminal Lawyer | The Idols with Sid Vicious | COPS (animated TV series) | Man Against the Mob | American Beauty (soundtrack) | Song of Arizona | Mercury Rising | Agee (film) | Scream (1996 film) | La Femme Musketeer | Dead at 17 | Manhattan Romance | San Fernando Valley (film) | Jack Grinnage | Jawbreaker (film) | Drive Angry | Drum Beat | Red Sparrow | Lights of Old Santa Fe | Planet Terror | 12th Youth in Film Awards | My Pal Trigger | The Current War | The Swindle Continues | Roy Holder | Johnny Galecki | The Flowers of Romance (band) | American Beauty (1999 film) | Bruno Kirby | Chris Marker | Ken Rose (gridiron football) | Spark (2014 film) | Poison (American band) | Brandon Dickerson | Nick Cordero | Kishore Dang | Rebel Highway | Ashley Cheadle | Feirstein Graduate School of Cinema | Sunset Las Palmas Studios,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5
rerank,pooled,5ab56e32554299637185c594,comparison,hard,Are Random House Tower and 888 7th Avenue both used for real estate?,888 7th Avenue | Random House Tower,"Random House Tower | 888 7th Avenue | 712 Fifth Avenue | Villard (imprint) | Carl B. Stokes United States Courthouse | Flatiron Building | Real estate technology | Avenue Capital Group | Manhattan Life Insurance Building | Chevron House | Shakespeare Public House, Bristol | CapitaGreen | Bank of China Tower (Hong Kong) | 1 Wall Street Court | New York Life Building | New York Life Insurance Building (Montreal) | Middlebourne Historic District | Corus Quay | Bonsallo Avenue | Tower City station | Lower Louviers and Chicken Alley | Sculptured House | Thomas H. Gale House | Grace Church School | Staten Island Borough Hall | Buena Vista Downtown Historic District | Dukenfield Hall | Langston Hughes House | Square and Compass, Worth Matravers | Supreme Life Building | The Gatehouse, Monmouth | Shanghai Grand Theatre | Tropicana – Las Vegas Boulevard intersection | Carreras Cigarette Factory | ABQ Uptown | One Marina Boulevard | One Raffles Link | Francis H. Kimball | Pergament Home Centers | Paulus Hook, Jersey City | Eighth Wonder of the World | Public Law 113-167 | Las Vegas Festival Grounds | Circus Circus Las Vegas | Gum Wall | House Rules (2003 TV series) | The Apartment - Design Your Destiny | Hollywood Star Lanes | Superman: Tower of Power | Walkers (law firm)",1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
rerank,pooled,5ab6d09255429954757d337d,bridge,hard,The football manager who recruited David Beckham managed Manchester United during what timeframe?,1995–96 Manchester United F.C. season | Alex Ferguson,"Matt Busby | Ernest Mangnall | Alex Ferguson | Joshua Parlby | The Class of '92 | Sir Matt Busby Sports Complex | 1995–96 Manchester United F.C. season | Manchester United F.C. | Manchester United F.C. in European football | David Beckham Academy | 1996 FA Charity Shield | David Beckham's Soccer USA | Peter Schmeichel | Nick Powell | Ashley Young | 2017–18 Wigan Athletic F.C. season | Alan Cransberg | Kasper Schmeichel | Curzon Ashton F.C. | Sam Long | 1979–80 Wigan Athletic F.C. season | Salford City F.C. | Donald Duffy | Lewis Young | Spennymoor Town F.C. | List of Wigan Borough F.C. players | Luke Hubbins | George Young (Scottish footballer) | 1978–79 Wigan Athletic F.C. season | Trafford Bar tram stop | 2007–08 Wigan Athletic F.C. season | Kenton Richardson | Leigh Broxham | 2006–07 Wigan Athletic F.C. season | Gainsborough Trinity F.C. | Manchester Terrier | Chris Williams (English footballer) | West Yorkshire Association Football League | Springfield Park (Wigan) | Norman Yardley | Old Trafford, Greater Manchester | Sommeren '92 | University of Leeds | Jack Truelove | Bjørn Helge Riise | Martin Linnes | Toy Manchester Terrier | Viscount Trenchard | Marquinhos (footballer, born June 1989) | RAF Warmwell",0,1,1,0,0,1,0.0,0.5,1.0,0.3333333333333333,0.3333333333333333
rerank,pooled,5a75e05c55429976ec32bc5f,bridge,hard,Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,"Brown County, Kansas | Brown State Fishing Lake","Brown State Fishing Lake | Brown County, Kansas | Osage State Fishing Lake | Neosho State Fishing Lake | Shawnee State Fishing Lake | Fishing Lake | Higgins Lake | Lakeland, Tennessee | Wheeling Island | Bangor, Maine | Goonellabah, New South Wales | Casino, New South Wales | Sweden | Ashanti Region | Hanggin Rear Banner | Higgins Lake, Michigan | Yangzong Lake | Addis Ababa | Tenerife | Öresund Committee | Smyrna, Georgia | Shanghai | Commanda Lake | Ellenbrook, Western Australia | Wollongbar, New South Wales | Riverview, New Brunswick | Borough of Berwick-upon-Tweed | Narrow Hills Provincial Park | Demography of Greater Manchester | List of ethnic groups in Ethiopia | Dutch language | Crater Lake National Park | Brown | Red Rock River (Montana) | Dian Lake | East Branch South Fork Eel River | Sinocyclocheilus | Ogallala Aquifer | Be'er Sheva fringe-fingered lizard | Eastern freshwater cod | Solidago rupestris | Blackback barb | Umba River (Tanzania) | Vilsandi | Lake surfing | Muscogee language | Lake District Mysteries | ViaPort Florida | Waimea Bay, Hawaii | Indigenous peoples of Florida",1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
rerank,pooled,5ab3e45655429976abd1bcd4,bridge,hard,The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,America East Conference | Vermont Catamounts men's soccer,Vermont Catamounts men's soccer | Vermont Catamounts men's basketball | Vermont Catamounts men's ice hockey | 2016–17 Vermont Catamounts men's basketball team | 2013–14 Vermont Catamounts men's basketball team | 2010–11 Vermont Catamounts men's basketball team | 2015–16 Vermont Catamounts men's basketball team | 2012–13 Vermont Catamounts men's basketball team | 2011–12 Vermont Catamounts men's basketball team | America East Conference | 1995–96 VCU Rams men's basketball team | Vancouver Whitecaps FC U-23 | Oregon Ducks football | 2016–17 Colorado Buffaloes men's basketball team | Portland Timbers U23s | Arizona State Sun Devils football | 2015–16 Colorado Buffaloes men's basketball team | 2004–05 VCU Rams men's basketball team | 2014–15 Colorado Buffaloes men's basketball team | 2014–15 VCU Rams men's basketball team | Women's Nordic Football Championship | Portland State Vikings football under Jerry Glanville | Switzerland women's national football team | Battle for the Bell | Civil War (college football game) | Sports in the Las Vegas metropolitan area | 2016 COTIF Tournament | Lewiston Maineiacs | FIFA Women's World Cup | Aquinas Old Collegians Football Club | 2011 Colorado Buffaloes football team | Tertiary Student Rugby League World Cup | Gambia women's national football team | SMU Mustangs football under Mike Cavan | 2014 Colorado Buffaloes football team | 2015 Colorado Buffaloes football team | 1956 NAIA Division I Men's Basketball Tournament | 2012 Colorado Buffaloes football team | Dwyer Arena | 2011–12 QMJHL season | Falkland Islands official football team | 2009 Colorado Buffaloes football team | 2006–07 QMJHL season | List of Stanley Cup champions | Mouse Davis | 2006 Miami Hurricanes football team | 2017 Rugby League World Cup Group C | College of Staten Island Baseball Complex | 2013 Rugby League World Cup Group A | Eddy Furniss,1,1,1,0,0,1,0.5,0.5,1.0,1.0,1.0
rerank,pooled,5ab29c24554299449642c932,comparison,hard,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,Ambroise Thomas | Giuseppe Verdi,"Giuseppe Verdi | Ambroise Thomas | Giuseppe Verdi (film) | Teatro Giuseppe Verdi | Ferdinando Provesi | Verdi, the King of Melody | Armand Castelmary | Here (1954 song) | Domenico Scarlatti | Bernhard Bötel | Tomaso Albinoni | List of major opera composers | Cesira Ferrani | Jacopo Puccini | Gianni Schicchi | Antonio Lotti | Festival Puccini | Francesco Scarlatti | O mio babbino caro | Antonio Vivaldi | George Frideric Handel | Franco Corelli | Lorenzo Ratti | Luigi Rossi | Ron Bottcher | La Bohème (1988 film) | Six Violin Sonatas, Op. 5 (Vivaldi) | Camille Zamora | Impresario | Myrna Sharlow | Jean-Baptiste Senaillé | David Alden | Robert Nagy (tenor) | Manuel Quiroga (violinist) | Paul Méfano | Conchita Badía | Brad Alexander | Joseph Anderer | Appius and Virginia | Leontyne Price | Enrique Grau | Jacques I Androuet du Cerceau | The Duchess of Padua | Guido Caldarelli | Morbo (band) | Isaak Hassler | Black Nativity | Calcedonio Di Pisa | Timbiriche VIII &amp; IX | Androuet du Cerceau",1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
rerank,pooled,5ae0d4c9554299603e418468,bridge,hard,Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?,Richard Nixon | Roger O. Egeberg,Roger O. Egeberg | Nelson Rockefeller | Edward D. Martin | William Flynn Martin | Douglas J. Bennet | Steven K. Galson | Bradford P. Campbell | Office of Population Affairs | Lawrence Eagleburger | Robert Hormats | Otto Reich | Nancy Soderberg | Robert R. Hood | David Waksberg | United States Public Health Service | Michael Green (political expert) | Ronald Reagan | Richard Socarides | Cynthia Hogan | United States Assistant Secretary of State | Patricio Echegaray | Edgar Kaiser Jr. | Eric Schultz | Neil Blair | Secretary of State for Constitutional Affairs | Elizabeth Neilson | Mark Whitacre | Executive Order 10925 | Howard Warren Buffett | Gordon Johndroe | Mark D. Fabiani | Ronald Reagan judicial appointment controversies | National Association for Public Health Policy | William H. Ginsburg | Ralph Hefferline | James A. Winnefeld Jr. | Edward E. Cox | Oyewale Tomori | The White House Doctor | William Connolley | Everette James | Peter W. Smith | Masters and Johnson | William Masters | Friedrich Wilhelm von Steuben | Virginia E. Johnson | George D. Buffett | Franz Josef Och | Thomas Shea | Claudio Fernández-Aráoz,1,1,1,0,0,0,0.5,0.5,0.5,1.0,1.0
rerank,pooled,5a8133725542995ce29dcbdb,comparison,hard,"Which writer was from England, Henry Roth or Robert Erskine Childers?",Henry Roth | Robert Erskine Childers,"Robert Erskine Childers | Robert Caesar Childers | Henry Roth | Erskine Barton Childers | Molly Childers | Robert Barton | Gretchen Osgood Warren | Alexander Gordon Smith | R509 road (Ireland) | H. Bedford-Jones | J. G. Farrell | Penelope Lively | J. M. Barrie | Arthur Conan Doyle | W. E. Johns | Arild Nyquist | Eric Ambler | Roald Dahl | Thomas Gordon (writer) | Maurice Walsh | Richard Marsh (author) | Douglas Ainslie | Hunter Davies | C. Hugh Holman | The Last English King | W. F. Morris | Cultural depictions of Harold Godwinson | Langston Hughes | William Goldman | June Thomson | James P. Comer | The Roald Dahl Treasury | Wendell Berry | Joseph McGrath (film director) | British Journal | Summer of the Monkeys | The Great Gilly Hopkins | Castle Richmond | Alistair Grant | Alfred Gell | Made in Britain | London Review of Books | Irish prose fiction | The Greek Princess and the Young Gardener | Dim Gray Bar Press | Georges-Henri Bousquet | George I, Earl of March | Earl of Dunbar | Michael Atkinson | Antoine Quinquet",1,1,1,0,1,1,0.5,1.0,1.0,1.0,1.0
