method,setting,example_id,question_type,level,question,gold_titles,retrieved_titles,any_evidence_recall@2,any_evidence_recall@5,any_evidence_recall@10,full_evidence_recall@2,full_evidence_recall@5,full_evidence_recall@10,partial_evidence_recall@2,partial_evidence_recall@5,partial_evidence_recall@10,reciprocal_rank_at_10,reciprocal_rank_at_50
dense,pooled,5a7166395542994082a3e814,bridge,hard,"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",Kansas Song | University of Kansas,"Kansas Song | University of Kansas | Shawnee Mission District Stadium | Truman Sports Complex | Downtown Kansas City | University of Missouri–Kansas City | Bishop Carroll Catholic High School | KOKO-FM | Kansas City jazz | Kapaun Mt. Carmel Catholic High School | North Kansas City, Missouri | CommunityAmerica Ballpark | Kansas City metropolitan area | University of the Incarnate Word | Arrowhead Stadium | History of the Kansas City metropolitan area | Kauffman Stadium | Oikos University shooting | Brown County, Kansas | Civil War (college football game) | Olathe East High School | Kansas City crime family | Children's Mercy Park | Wondering (Dirty Pretty Things song) | 2008 Kansas City Wizards season | 1943 NAIA Division I Men's Basketball Tournament | KGOT | 2016 Kansas City Royals season | For Against | 2017 Kansas City Royals season | Hikky Burr | Doehling–Heselton Memorial Trophy | Charles Deaton | I Don't Want to Go to School | Kevin Lockett | Graduation (album) | Family Reunion (Saliva song) | Oleson Park Music Pavilion | Umpqua Community College shooting | Fruit Bowl | Rutgers University | Portland State Vikings football under Jerry Glanville | Kon Kan | Brown State Fishing Lake | Southeastern Conference | Carnegie Mellon University | Alamo Heights SA | The College Dropout | Beat Happening/Screaming Trees | Kripalu Center",1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
dense,pooled,5a877e5d5542993e715abf7d,bridge,hard,"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",David Weissman | The Family Man,David Weissman | The Family Man | Adrian Molina | James Franco | Ottavio Alessi | Enrico Casarosa | John Waters | David Yates | Time to Kill (1989 film) | Christopher Greenbury | George Abbott | Identity Films | Spin Out (2016 film) | Deadfall (1993 film) | Poetical Refugee | Tron: Evolution | Innerspace | James Gunn | The Current War | Harley Jessup | The Polar Bears | ATL (film) | Tromeo and Juliet | Ed Wood (film) | David and Sandy Reynolds-Wasco | Aquaman (film) | Alien (film) | American Beauty (soundtrack) | David Ayer | Fantastic Beasts and Where to Find Them (film) | Oz the Great and Powerful | La Belle Américaine | Healing (film) | Roy Holder | Drive Angry | List of accolades received by La La Land | About a Boy (film) | Brandon Dickerson | Larry Wilson (screenwriter) | Alien: Covenant | The Card (1952 film) | Golden Globe Award for Best Animated Feature Film | 11 Harrowhouse | A Summer in the Cage | Enrique Carreras | Flight of the Innocent | Al Pacino on stage and screen | Valentina (2008 film) | Aliens (soundtrack) | Adam Collis,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
dense,pooled,5ab3b0bf5542992ade7c6e39,bridge,hard,What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,End of Days (film) | Oh My God (Guns N' Roses song),Arnold Schwarzenegger filmography | Guns N' Roses discography | Steven Adler | Oh My God (Guns N' Roses song) | The Idols with Sid Vicious | Drive Angry | Jack Grinnage | The Flowers of Romance (band) | Last Action Hero | Jawbreaker (film) | Criminal Lawyer | Striking Distance | Cops and Robbers (1973 film) | Bruno Kirby | Rebel Highway | Cop Out (2010 film) | San Fernando Valley (film) | American Beauty (soundtrack) | Man Against the Mob | True Lies | Johnny Galecki | Planet Terror | Roy Holder | My Pal Trigger | Feirstein Graduate School of Cinema | Nick Cordero | Red Sparrow | Manhattan Romance | American Beauty (1999 film) | Drum Beat | 12th Youth in Film Awards | Mercury Rising | La Femme Musketeer | COPS (animated TV series) | Poison (American band) | Ashley Cheadle | Song of Arizona | Spark (2014 film) | Brandon Dickerson | Agee (film) | Chris Marker | Kishore Dang | Sunset Las Palmas Studios | Dead at 17 | Scream (1996 film) | The Current War | Lights of Old Santa Fe | The Swindle Continues | Slash's Blues Ball | Ken Rose (gridiron football),0,1,1.0,0,0,0.0,0.0,0.5,0.5,0.25,0.25
dense,pooled,5ab56e32554299637185c594,comparison,hard,Are Random House Tower and 888 7th Avenue both used for real estate?,888 7th Avenue | Random House Tower,"Random House Tower | 888 7th Avenue | 712 Fifth Avenue | Flatiron Building | Manhattan Life Insurance Building | New York Life Building | Chevron House | New York Life Insurance Building (Montreal) | 1 Wall Street Court | Villard (imprint) | Dukenfield Hall | CapitaGreen | Bonsallo Avenue | Bank of China Tower (Hong Kong) | Thomas H. Gale House | The Gatehouse, Monmouth | The Apartment - Design Your Destiny | Supreme Life Building | Square and Compass, Worth Matravers | Superman: Tower of Power | Lower Louviers and Chicken Alley | Langston Hughes House | One Marina Boulevard | Pergament Home Centers | Tower City station | Francis H. Kimball | Las Vegas Festival Grounds | Sculptured House | One Raffles Link | Hollywood Star Lanes | Public Law 113-167 | Circus Circus Las Vegas | Staten Island Borough Hall | Eighth Wonder of the World | Gum Wall | Shanghai Grand Theatre | Tropicana – Las Vegas Boulevard intersection | Buena Vista Downtown Historic District | Grace Church School | Corus Quay | Walkers (law firm) | Middlebourne Historic District | ABQ Uptown | House Rules (2003 TV series) | Carl B. Stokes United States Courthouse | Carreras Cigarette Factory | Paulus Hook, Jersey City | Avenue Capital Group | Real estate technology | Shakespeare Public House, Bristol",1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
dense,pooled,5ab6d09255429954757d337d,bridge,hard,The football manager who recruited David Beckham managed Manchester United during what timeframe?,1995–96 Manchester United F.C. season | Alex Ferguson,"Ernest Mangnall | Matt Busby | Alex Ferguson | David Beckham Academy | Joshua Parlby | Manchester United F.C. | Manchester United F.C. in European football | David Beckham's Soccer USA | 1995–96 Manchester United F.C. season | Nick Powell | 2017–18 Wigan Athletic F.C. season | The Class of '92 | Peter Schmeichel | Sir Matt Busby Sports Complex | Ashley Young | Old Trafford, Greater Manchester | 1979–80 Wigan Athletic F.C. season | Curzon Ashton F.C. | 2006–07 Wigan Athletic F.C. season | Bjørn Helge Riise | Jack Truelove | 1996 FA Charity Shield | Lewis Young | Leigh Broxham | 2007–08 Wigan Athletic F.C. season | Sam Long | Trafford Bar tram stop | Chris Williams (English footballer) | Kenton Richardson | List of Wigan Borough F.C. players | Manchester Terrier | 1978–79 Wigan Athletic F.C. season | Salford City F.C. | Gainsborough Trinity F.C. | Donald Duffy | University of Leeds | Kasper Schmeichel | RAF Warmwell | Norman Yardley | Luke Hubbins | Toy Manchester Terrier | Spennymoor Town F.C. | Marquinhos (footballer, born June 1989) | Alan Cransberg | Sommeren '92 | George Young (Scottish footballer) | Springfield Park (Wigan) | Viscount Trenchard | West Yorkshire Association Football League | Martin Linnes",0,1,1.0,0,0,1.0,0.0,0.5,1.0,0.3333333333333333,0.3333333333333333
dense,pooled,5a75e05c55429976ec32bc5f,bridge,hard,Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,"Brown County, Kansas | Brown State Fishing Lake","Brown State Fishing Lake | Fishing Lake | Neosho State Fishing Lake | Shawnee State Fishing Lake | Commanda Lake | Osage State Fishing Lake | Higgins Lake | Yangzong Lake | Brown County, Kansas | Eastern freshwater cod | Lakeland, Tennessee | Blackback barb | Higgins Lake, Michigan | Bangor, Maine | Hanggin Rear Banner | Dian Lake | Borough of Berwick-upon-Tweed | Crater Lake National Park | Wheeling Island | Riverview, New Brunswick | Sweden | Red Rock River (Montana) | Ellenbrook, Western Australia | Lake surfing | Demography of Greater Manchester | Lake District Mysteries | Sinocyclocheilus | Casino, New South Wales | Shanghai | Tenerife | Goonellabah, New South Wales | Smyrna, Georgia | Narrow Hills Provincial Park | Muscogee language | Addis Ababa | Vilsandi | Wollongbar, New South Wales | Solidago rupestris | List of ethnic groups in Ethiopia | Brown | East Branch South Fork Eel River | Be'er Sheva fringe-fingered lizard | Ogallala Aquifer | Dutch language | Waimea Bay, Hawaii | Ashanti Region | Indigenous peoples of Florida | Öresund Committee | ViaPort Florida | Umba River (Tanzania)",1,1,1.0,0,0,1.0,0.5,0.5,1.0,1.0,1.0
dense,pooled,5ab3e45655429976abd1bcd4,bridge,hard,The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,America East Conference | Vermont Catamounts men's soccer,Vermont Catamounts men's soccer | Vermont Catamounts men's ice hockey | Vermont Catamounts men's basketball | 2010–11 Vermont Catamounts men's basketball team | 2016–17 Vermont Catamounts men's basketball team | 2013–14 Vermont Catamounts men's basketball team | 2012–13 Vermont Catamounts men's basketball team | 2015–16 Vermont Catamounts men's basketball team | 2011–12 Vermont Catamounts men's basketball team | Lewiston Maineiacs | America East Conference | Vancouver Whitecaps FC U-23 | Women's Nordic Football Championship | Portland Timbers U23s | Portland State Vikings football under Jerry Glanville | 2011–12 QMJHL season | Civil War (college football game) | 2017 Rugby League World Cup Group C | SMU Mustangs football under Mike Cavan | College of Staten Island Baseball Complex | 1995–96 VCU Rams men's basketball team | 2006–07 QMJHL season | 2011 Colorado Buffaloes football team | Sports in the Las Vegas metropolitan area | 2013 Rugby League World Cup Group A | 2016–17 Colorado Buffaloes men's basketball team | Oregon Ducks football | 2015–16 Colorado Buffaloes men's basketball team | Switzerland women's national football team | Tertiary Student Rugby League World Cup | 2014–15 VCU Rams men's basketball team | Mouse Davis | 2004–05 VCU Rams men's basketball team | 2015 Colorado Buffaloes football team | Eddy Furniss | List of Stanley Cup champions | 1956 NAIA Division I Men's Basketball Tournament | 2009 Colorado Buffaloes football team | Dwyer Arena | 2012 Colorado Buffaloes football team | Falkland Islands official football team | 2006 Miami Hurricanes football team | Arizona State Sun Devils football | FIFA Women's World Cup | 2014 Colorado Buffaloes football team | Aquinas Old Collegians Football Club | 2016 COTIF Tournament | 2014–15 Colorado Buffaloes men's basketball team | Gambia women's national football team | Battle for the Bell,1,1,1.0,0,0,0.0,0.5,0.5,0.5,1.0,1.0
dense,pooled,5ab29c24554299449642c932,comparison,hard,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,Ambroise Thomas | Giuseppe Verdi,"Giuseppe Verdi | Ambroise Thomas | Giuseppe Verdi (film) | Verdi, the King of Melody | List of major opera composers | Ferdinando Provesi | Lorenzo Ratti | Tomaso Albinoni | Jacopo Puccini | Domenico Scarlatti | Teatro Giuseppe Verdi | Cesira Ferrani | Bernhard Bötel | Armand Castelmary | Luigi Rossi | Franco Corelli | Gianni Schicchi | David Alden | Impresario | Myrna Sharlow | Francesco Scarlatti | Conchita Badía | Camille Zamora | O mio babbino caro | Antonio Lotti | Robert Nagy (tenor) | Joseph Anderer | Festival Puccini | Antonio Vivaldi | Leontyne Price | Timbiriche VIII &amp; IX | Six Violin Sonatas, Op. 5 (Vivaldi) | Calcedonio Di Pisa | Here (1954 song) | Enrique Grau | Brad Alexander | Appius and Virginia | Ron Bottcher | Androuet du Cerceau | Jacques I Androuet du Cerceau | La Bohème (1988 film) | Black Nativity | Isaak Hassler | Jean-Baptiste Senaillé | Manuel Quiroga (violinist) | The Duchess of Padua | Paul Méfano | George Frideric Handel | Guido Caldarelli | Morbo (band)",1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
dense,pooled,5ae0d4c9554299603e418468,bridge,hard,Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?,Richard Nixon | Roger O. Egeberg,Roger O. Egeberg | Robert Hormats | Nancy Soderberg | Everette James | Lawrence Eagleburger | Richard Socarides | Bradford P. Campbell | William Flynn Martin | Executive Order 10925 | Nelson Rockefeller | Steven K. Galson | Eric Schultz | Otto Reich | The White House Doctor | Robert R. Hood | United States Public Health Service | Edward E. Cox | Edward D. Martin | Office of Population Affairs | Mark Whitacre | Cynthia Hogan | Gordon Johndroe | Howard Warren Buffett | Oyewale Tomori | James A. Winnefeld Jr. | William Masters | Patricio Echegaray | Virginia E. Johnson | Douglas J. Bennet | Peter W. Smith | Ralph Hefferline | Elizabeth Neilson | David Waksberg | Michael Green (political expert) | Franz Josef Och | Neil Blair | Mark D. Fabiani | Masters and Johnson | National Association for Public Health Policy | Secretary of State for Constitutional Affairs | William Connolley | Friedrich Wilhelm von Steuben | Thomas Shea | United States Assistant Secretary of State | Claudio Fernández-Aráoz | George D. Buffett | Ronald Reagan | Ronald Reagan judicial appointment controversies | Edgar Kaiser Jr. | William H. Ginsburg,1,1,1.0,0,0,0.0,0.5,0.5,0.5,1.0,1.0
dense,pooled,5a8133725542995ce29dcbdb,comparison,hard,"Which writer was from England, Henry Roth or Robert Erskine Childers?",Henry Roth | Robert Erskine Childers,"Robert Erskine Childers | Erskine Barton Childers | Henry Roth | Robert Caesar Childers | Robert Barton | Eric Ambler | Molly Childers | Hunter Davies | H. Bedford-Jones | J. M. Barrie | Castle Richmond | Thomas Gordon (writer) | Maurice Walsh | W. F. Morris | Penelope Lively | Alexander Gordon Smith | Douglas Ainslie | Roald Dahl | Irish prose fiction | Richard Marsh (author) | London Review of Books | The Roald Dahl Treasury | Cultural depictions of Harold Godwinson | Wendell Berry | C. Hugh Holman | Arthur Conan Doyle | James P. Comer | Langston Hughes | Michael Atkinson | George I, Earl of March | Arild Nyquist | Dim Gray Bar Press | Gretchen Osgood Warren | British Journal | R509 road (Ireland) | Joseph McGrath (film director) | Summer of the Monkeys | The Last English King | Made in Britain | W. E. Johns | Alfred Gell | William Goldman | The Great Gilly Hopkins | June Thomson | Antoine Quinquet | The Greek Princess and the Young Gardener | Earl of Dunbar | J. G. Farrell | Alistair Grant | Georges-Henri Bousquet",1,1,1.0,0,1,1.0,0.5,1.0,1.0,1.0,1.0
