example_id,setting,question_type,level,question,gold_titles,criterion,k,bm25_hit,dense_hit,direction,bm25_retrieved_titles,dense_retrieved_titles
5a87ab905542996e4f3088c1,pooled,bridge,hard,The arena where the Lewiston Maineiacs played their home games can seat how many people?,Androscoggin Bank Colisée | Lewiston Maineiacs,full_evidence_recall,5,0,1,dense_only,"Lewiston Maineiacs | 2006–07 QMJHL season | Dwyer Arena | Billings Bulls | 2011–12 QMJHL season | Case Gym | Robins Center | 1959 Georgia Tech Yellow Jackets football team | 1953 Georgia Tech Yellow Jackets football team | 2013–14 Vermont Catamounts men's basketball team | 2012–13 Vermont Catamounts men's basketball team | 2007 Cleveland Browns season | 2015–16 Vermont Catamounts men's basketball team | 2015–16 Colorado Buffaloes men's basketball team | 2016–17 Colorado Buffaloes men's basketball team | 2014–15 Colorado Buffaloes men's basketball team | 2015 Texas Tech Red Raiders football team | 2013–14 VCU Rams men's basketball team | 2012–13 VCU Rams men's basketball team | 2009 Colorado Buffaloes football team | 2012 Louisville Cardinals football team | 1964 Georgia Tech Yellow Jackets football team | 2011 Cleveland Browns season | Lewiston, Dakota County, Minnesota | Santa's Workshop (Colorado) | Sport &amp; Leisure Swifts F.C. | 2015 Colorado Buffaloes football team | 2014 Colorado Buffaloes football team | 1958 Arizona State Sun Devils football team | 2016 Texas Tech Red Raiders football team | Shreveport Steamer | 2009–10 VCU Rams men's basketball team | 2011 Colorado Buffaloes football team | 2012 Texas Tech Red Raiders football team | 1951 Arizona State Sun Devils football team | 1954 Arizona State Sun Devils football team | 2012 Colorado Buffaloes football team | 1956 Arizona State Sun Devils football team | 1961 Arizona State Sun Devils football team | 1987 Georgia Tech Yellow Jackets football team | 1952 Arizona State Sun Devils football team | 1955 Arizona State Sun Devils football team | 1988 Georgia Tech Yellow Jackets football team | 2012 Kansas City Royals season | The Hork-Bajir Chronicles | Oregon Ducks football | 2009 Texas Tech Red Raiders football team | 1930 Tennessee Volunteers football team | 2011–12 Vermont Catamounts men's basketball team | Children's Mercy Park",Lewiston Maineiacs | Dwyer Arena | Portland State Vikings football under Jerry Glanville | Androscoggin Bank Colisée | Children's Mercy Park | Shawnee Mission District Stadium | 2008 Kansas City Wizards season | CommunityAmerica Ballpark | Case Gym | 2006–07 QMJHL season | Billings Bulls | Robins Center | 2015–16 Vermont Catamounts men's basketball team | Centro de Congresos Queretaro | 2016–17 Vermont Catamounts men's basketball team | Ryman Auditorium | Vermont Catamounts men's ice hockey | Darling's Waterfront Pavilion | Hey Pa! There's a Goat on the Roof | 2013–14 Vermont Catamounts men's basketball team | 2012–13 Vermont Catamounts men's basketball team | Maxine's Tap Room | 2010–11 Vermont Catamounts men's basketball team | 2012 Ms. Olympia | 1983 Volvo International – Doubles | 2011–12 Vermont Catamounts men's basketball team | 60th National Hockey League All-Star Game | 2011 Ms. Olympia | Vermont Catamounts men's basketball | Campbell Field (Colorado) | Glanford Park | 2010 Ms. Olympia | 1891 Tennessee Volunteers football team | Oregon Ducks football | 1999 Kansas City Wizards season | 2011–12 QMJHL season | College of Staten Island Baseball Complex | Memphis Hustle | 1980 Ms. Olympia | 1981 Ms. Olympia | Parkway Field | Shreveport Steamer | The O2 Arena | Springfield Park (Wigan) | 2011 Pan American Games | 1997 Kansas City Wizards season | Concord Pavilion | Sports in the Las Vegas metropolitan area | Las Vegas Festival Grounds | Arena of Khazan
5a87ab9b5542996e4f3088c2,pooled,bridge,hard,"In what century did this Native warrior and chief, whose brother Tenskwatawa led the Tippecanoe order of battle, become the primary leader of a large, multi tribal confederacy?",Tecumseh | Tippecanoe order of battle,full_evidence_recall,5,0,1,dense_only,"Tecumseh | Battle of Tippecanoe | Tecumseh's Confederacy | Prophetstown State Park | Tenskwatawa | Battle of Fallen Timbers | Tippecanoe order of battle | Alfred Gell | Seven Days Confederate order of battle | Battle of Stamford Bridge | Bart the Fink | Battle of Yao (Japan) | Alvaro Mexia | Franklin D. Roosevelt's record on civil rights | Kasi (Pashtun tribe) | The Interpretation of Dreams | History of the Kansas City metropolitan area | Seminole Nation of Oklahoma | Battle of Manila (1574) | Military history of Mexico | Seminole | List of Marvel Comics characters: N | City of Angels (film) | Robinson Ekspeditionen 2008 | Socialist Revolutionary Party | Roman conquest of Britain | Battle of Aspromonte | Lara Croft and the Guardian of Light | Essex dialect | Codornices Creek | Brother Bear | Benjamin Logan | Pieris (butterfly) | History of Irish Americans in Boston | Penny (The Big Bang Theory) | Battle of Jupiter Inlet | Black Seminoles | Live at Winterland 1978 (Avengers album) | Baltimore Orioles | Blackback barb | Web Weirdos | Savage's Station, Virginia | The White House Doctor | Fred Hageman | Prior of St Andrews | Ziri ibn Atiyya | Dario Franchitti | The Renegades | Cão de Gado Transmontano | Earl of Dunbar","Tippecanoe order of battle | Battle of Tippecanoe | Tecumseh's Confederacy | Tecumseh | Tenskwatawa | Prophetstown State Park | Battle of Fallen Timbers | Kalākaua | Battle of Yao (Japan) | Dewey Beard | Pingpu peoples | Kurama Tatsuya | Battle of Jupiter Inlet | Battle of Adwa | Ziri ibn Atiyya | Origins of the Sri Lankan civil war | Battle of Klushino | Stapleton Cotton, 1st Viscount Combermere | Zulu royal family | Maynak Bhandari | Samo | Mwambutsa IV of Burundi | Giuseppe Arimondi | Siege of Bharatpur (1805) | Seminole Nation of Oklahoma | Maratha emperors | Battle of Romanovka | John Logan (pioneer) | Tefik Mborja | Northern Virginia Campaign | Battle of Glendale (Skye) | Farrukhzad Khosrow V | Balaji Vishwanath | Kasi (Pashtun tribe) | Shagai Plateau | Battle of Berestechko | John Ridge | Chimaji Appa | Military history of Mexico | Ashur-etil-ilani | George W. Macfarlane | Herbert S. Lewis | Rajaram II of Satara | Maratha Navy | Siege of Bharatpur | Khosrow IV | Battle of Manila (1574) | Seven Days Union order of battle | Battle of Great Bridge | Patrick IV, Earl of March"
5a886886554299206df2b258,pooled,bridge,hard,"What is the international football competition for women that Liu Ailing played in the 1991,1995, 1999 editions?",FIFA Women's World Cup | Liu Ailing,full_evidence_recall,5,0,1,dense_only,"Liu Ailing | EAFF E-1 Football Championship | Togo women's national football team | EAFF E-1 Football Championship (women) | 2016 COTIF Tournament | FIFA Women's World Cup | Switzerland women's national football team | Champ Bailey | J. J. Syvrud | 1994 FA Women's Cup Final | Brian Cook (football administrator) | Pelé | 1929–30 British Home Championship | EFL Cup | Gambia women's national football team | Dré Bly | West Yorkshire Association Football League | Carol J. Adams | Civil War (college football game) | Women's Nordic Football Championship | Stephen Coniglio | 2000 FA Women's Cup Final | Ako Mitchell | Super Bowl XXXIV | Jesse Hogan | 1956 Night Series Cup | 1958 Night Series Cup | Boss Bailey | Trinidad and Tobago League Cup | 1999 Kansas City Wizards season | Rick Clausen | Daniel Talia | The Rivalry (Lehigh–Lafayette) | European 10,000m Cup | Randall Cunningham | 1966 Golden Fleece Cup | Walter Suggs | 1960 Night Series Cup | 2017 Mr. Olympia | British University Hurling Championship | Casey Weldon | 1961 Night Series Cup | 1975 Mr. Olympia | 1967 Golden Fleece Cup | Sport &amp; Leisure Swifts F.C. | 1983 Oregon State vs. Oregon football game | Keith Bostic (American football) | 2015 FA Women's Cup Final | Falkland Islands official football team | Doncaster Rovers Belles L.F.C.",Liu Ailing | EAFF E-1 Football Championship (women) | EAFF E-1 Football Championship | FIFA Women's World Cup | Women's Nordic Football Championship | Nora Rocha | 2016 COTIF Tournament | Switzerland women's national football team | 1991 Ms. Olympia | Gymnastics at the 2002 Asian Games | Zhu Xun | 2015 Wimbledon Championships – Women's Doubles | Gambia women's national football team | Geri Donnelly | 2008 Summer Olympics | 1997 FA Women's Cup Final | 1981 Ms. Olympia | Li Na | 1991 Mr. Olympia | 1982 US Open – Mixed Doubles | 1980 Ms. Olympia | 2015 Rogers Cup – Women's Doubles | Guo Jie | 1984 South Asian Games | 2010 Commonwealth Games | Xin Zhui | 2010 Commonwealth Games medal table | 2016 FA Women's Cup Final | Janine Gutierrez | Sommeren '92 | 2015 FA Women's Cup Final | 6 Hours of Mexico | 2011 French Open – Women's Singles | Sammy Howarth | Brylan Van Artsdalen | Miss Nepal 2010 | Xiapu County | Jackie Lou Blanco | 1994 FA Women's Cup Final | The Class of '92 | Emma Carney | Bu Xiaolin | I&quot;s | Atiqur Rahman Meshu | Indriati Iskak | 2000 FA Women's Cup Final | 2002 FA Women's Cup Final | Ayesha Farooq | 2017 FA Women's Cup Final | Sport &amp; Leisure Swifts F.C.
5a887bc0554299206df2b2b6,pooled,bridge,hard,The Argentine PGA Championship record holder has won how many tournaments worldwide?,Argentine PGA Championship | Roberto De Vicenzo,full_evidence_recall,5,0,1,dense_only,Argentine PGA Championship | Middle Atlantic PGA Championship | Northern California PGA Championship | 2000 PGA Championship | 1939 PGA Championship | 1977 PGA Championship | 1940 PGA Championship | 2018 PGA Championship | 2006 PGA Championship | Roberto De Vicenzo | 2014 US Open Series | 2017 Australian Open – Men's singles final | Lord High Treasurer | Verano del '98 | 2013 US Open Series | Robert Glasper | 1987 Pittsburgh Steelers season | List of songs recorded by Lali Espósito | Julian Bolling | Kavita Tungar | 2017 US Open Series | Cargo Records (Canada) | Lydia Litvyak | Enrique Banchs | Johnny Mowlem | 2009 Honda Indy Toronto | Georgia Tech Yellow Jackets football | 1938 Tennessee Volunteers football team | 2010–11 Vermont Catamounts men's basketball team | Battle of Glendale (Skye) | Arizona State Sun Devils football | Formula One drivers from Mexico | Loan modification in the United States | Infinity Cat Recordings | All Join Hands | List of leading Thoroughbred racehorses | Jane Marcus | Enrique Carreras | Ryan Hunter-Reay | James Blackmon Sr. | The Memory of Our People | Vance Powell | Moonpark | Frank Martin (basketball) | Trojans Rugby Football Club | Slade | Lori L. Holt | D1NZ | Ted Kubiak | 2011 Honda Indy Toronto,Argentine PGA Championship | Roberto De Vicenzo | 2006 PGA Championship | Middle Atlantic PGA Championship | Northern California PGA Championship | 1939 PGA Championship | 1940 PGA Championship | 2018 PGA Championship | 2000 PGA Championship | 1977 PGA Championship | 1968 US Open (tennis) | Jorge Lozano | 2013 US Open Series | Petra Kvitová career statistics | 2014 US Open Series | 2017 Australian Open – Men's singles final | Australian Correspondence Chess Championship | 1995 Benson and Hedges Open | 1973 Queen's Club Championships | Caroline Wozniacki career statistics | Francesca Schiavone | Williams sisters | Formula One drivers from Mexico | 1982 French Open – Men's Doubles | Mozarteum Argentino | 2017 US Open Series | 6 Hours of Mexico | Roberta Vinci | 1988 Volvo International – Doubles | 2017 US Open (tennis) | Andy Irons | 2006 Toyota Grand Prix of Long Beach | Jamie Murray career statistics | 1994 Athens International – Doubles | Flavia Pennetta | List of Major League Baseball batting champions | 1998 Toyota Grand Prix of Long Beach | Sandra Reynolds | Ferdi Taygan | 2010–11 Vermont Catamounts men's basketball team | Nora Rocha | Eduardo Portela | Marta Domachowska | 1998 Molson Indy Vancouver | Julian Bolling | 2011 Pan American Games | 2015 Wimbledon Championships – Women's Doubles | Falkland Islands at the 2014 Commonwealth Games | 2012 US Open – Men's singles final | Li Na
5a88f9555542995153361214,pooled,bridge,hard,The Jeep Cherokee was originally sold as a variant of a Jeep model produced during what years?,Jeep Cherokee | Jeep Wagoneer (SJ),full_evidence_recall,5,0,1,dense_only,"Jeep Cherokee | Jeep Liberty | Jeep Liberty (KJ) | Jeep Liberty (KK) | Jeep Cherokee (KL) | Jeep Cherokee (XJ) | Jeep Cherokee (SJ) | Jeep Grand Cherokee (WK2) | Jeep Wagoneer (SJ) | Richard A. Teague | New York Society of Model Engineers | Ford flathead V8 engine | MV Empire Windrush | Lewis lamp | Savage's Station, Virginia | Uno-X | Fender Hot Rod Deluxe | John Ridge | Soviet cruiser Kirov | Color space | Château Élysée | Staten Island Register | Savoia-Marchetti SM.79 | Bart the Fink | Viaport Rotterdam | Birgu Clock Tower | Crescent Communities | Disco polo | Mono Masters | Winnie the Pooh and the Blustery Day | Paddy O'Toole | VMF-236 | Billy Boy | Sold (TV series) | FedMart | Every End of the Day | Am Rong | Ben Roberts-Smith | Brother from Another Series | Spalding War Memorial | Something for the Rest of Us | VMF-511 | Jacques I Androuet du Cerceau | Man from 1997 | Salvatore Testa | The White House Doctor | Seminole | Sousaphone | Silver Bells (film) | Corieltauvi","Jeep Cherokee | Jeep Cherokee (SJ) | Jeep Wagoneer (SJ) | Jeep Cherokee (KL) | Jeep Cherokee (XJ) | Jeep Liberty | Jeep Liberty (KK) | Jeep Liberty (KJ) | Jeep Grand Cherokee (WK2) | Indian Scout (motorcycle) | Richard A. Teague | Ford flathead V8 engine | Type I Rifle | Force India VJM04 | Remington Model 51 | USS New Jersey (BB-62) | Tupolev Tu-12 | John Ridge | Type 4 rifle | 1899 Tennessee Volunteers football team | 1891 Tennessee Volunteers football team | Tecumseh | Casey County, Kentucky | USS Zeilin (APA-3) | SAIC-GM-Wuling | The Bama Band | Volvo T6 | Seminole Nation of Oklahoma | 1896 Tennessee Volunteers football team | The Yonah (locomotive) | Seminole music | Seminole | QBB-95 | The Great Locomotive Chase | Rat rod | 2000 Tennessee Titans season | Al Haj FAW motors | Kansas City jazz | 1938 Tennessee Volunteers football team | United States v. Quiver | BTS discography | Tata Consultancy Services | 2012 Cleveland Browns season | 2014 S/S | HP 64000 | Comanchesaurus | Fender Hot Rod Deluxe | Muscogee language | Draining and development of the Everglades | Gruhn Guitars"
5a895d305542993b751ca931,pooled,bridge,hard,"Which football team does Lewis Young's older brother, Ashley Young, play for?",Ashley Young | Lewis Young,full_evidence_recall,5,0,1,dense_only,Rick Clausen | Lewis Young | Falkland Islands official football team | William T. Van de Graaff | Georgia Tech Yellow Jackets football | Older Sister | Michael James Lewis | 1896 Tennessee Volunteers football team | 2009 Texas Tech Red Raiders football team | Arizona State Sun Devils football | Scott Young (American football) | Bob Young (American football) | Humber Warhawks | The Rivalry (Lehigh–Lafayette) | 1986 Texas Tech Red Raiders football team | 2015 Colorado Buffaloes football team | 2014 Colorado Buffaloes football team | Yasuhito Endō | List of Tennessee Titans seasons | 2014 Texas Tech Red Raiders football team | Catan: Seafarers | List of Wigan Borough F.C. players | ŠNK Radgona | 2015 Texas Tech Red Raiders football team | Memphis Hustle | Annie Easley | Adrian Peterson | 1899 Tennessee Volunteers football team | Lewis lamp | 2012 Texas Tech Red Raiders football team | Togo women's national football team | Daniel Talia | Sports in the Las Vegas metropolitan area | Oregon Ducks football | 2012 Louisville Cardinals football team | 2006 Miami Hurricanes football team | Bobby Humphrey | Lewiston Maineiacs | Cayman Islands national rugby sevens team | Larry Coker | Lewis Young (Australian footballer) | Battle for the Bell | Shreveport Steamer | Original Outlet Mall | 2009 Virginia Cavaliers football team | 1951 Arizona State Sun Devils football team | Marcus Bontempelli | 1954 Arizona State Sun Devils football team | Donegal Celtic F.C. | 1956 Arizona State Sun Devils football team,Lewis Young | Ashley Young | Lewis Young (Australian footballer) | Scott Young (American football) | George Young (Scottish footballer) | Bob Young (American football) | Nick Powell | Luke Clark | Joe Walker (American football) | Champ Bailey | Daniel Talia | Marino Franchitti | Chris Williams (English footballer) | Boss Bailey | Ivory Lee Brown | William T. Van de Graaff | Rick Clausen | Randall Cunningham | Merlin Olsen | Clayton Oliver | Vernon Fox | Mouse Davis | Jack Truelove | Bjørn Helge Riise | Ken Rose (gridiron football) | Alex Wolff | Portland State Vikings football under Jerry Glanville | Curzon Ashton F.C. | Brian Knorr | Michael James Lewis | Kenton Richardson | LaRon Landry | Kevin Lockett | Nick Eddy | Al Wilson (offensive lineman) | Adrian Peterson | Dean Valli | Atiqur Rahman Meshu | Luke Hubbins | 2017–18 Wigan Athletic F.C. season | Lewis's | Sport &amp; Leisure Swifts F.C. | Sam Long | Cressida Bonas | 1987 Pittsburgh Steelers season | Freddie Summers | Lewiston Maineiacs | Aquinas Old Collegians Football Club | Salford City F.C. | List of Wigan Borough F.C. players
5a89fb525542993b751ca9d6,pooled,bridge,hard,Which composer created Night Ferry first performed in 2012 at Symphony Center in Chicago?,Night Ferry (composition) | Symphony Center,full_evidence_recall,5,0,1,dense_only,"Night Ferry (composition) | Symphony No. 5 (Rouse) | Alternative Energy (composition) | The Seamstress (Clyne) | Clarinet Concerto (Rouse) | Spangled Unicorn | Anthology of Fantastic Zoology | Symphony Center | Proceed, Moon | Soundings (Carter) | Christus Apollo | 2012 Ms. Olympia | Tubular Bells for Two | Bum Phillips (opera) | Toys in the Attic (2009 film) | WWE One Night Stand | Fireflight | Alexis Soriano | Manned Orbital Development System | Elton John One Night Only – The Greatest Hits | 1965 Golden Fleece Cup | One Night Only (TV series) | Brian DelGrosso | European route E47 | Aliens (soundtrack) | Park City Center | Grace Church School | Copenhagen Malmö Port | 2012 US Open – Men's singles final | 1971 Heinz Cup | Paul Zorner | One Night in One City | 1961 Night Series Cup | Kevin Shields | Black Nativity | The Legend of Korra | Stephen Coniglio | 1966 Golden Fleece Cup | Katherine Kath | Bolin (The Legend of Korra) | 1958 Night Series Cup | 2012 Major League Baseball All-Star Game | Blinding Edge Pictures | Rizzo the Rat | Live in Japan (John Coltrane album) | Jessica Todd Harper | Michael Wynne (playwright) | Jacopo Puccini | Viola Concerto (Walton) | Ferry Cross the Mersey","Night Ferry (composition) | Symphony Center | Proceed, Moon | Symphony No. 5 (Rouse) | Clarinet Concerto (Rouse) | Soundings (Carter) | Alexis Soriano | Joseph Anderer | The Seamstress (Clyne) | Six Violin Sonatas, Op. 5 (Vivaldi) | Spangled Unicorn | Ferry Cross the Mersey | Legend (film score) | One Night (ELO Part II album) | Barbara Higbie | Viola Concerto (Walton) | Crystal Bright | Music City Queen | Sunset Blvd. (Yancey Boys album) | Freudiana | Manuel Quiroga (violinist) | Ambroise Thomas | Jacopo Puccini | Bob Seger | Samuel Sim | Paul Méfano | Kingston Morning | Concord Pavilion | Tomaso Albinoni | Kansas City jazz | Oleson Park Music Pavilion | Darkroom (TV series) | Joby Talbot | Domino (Van Morrison song) | One Night Only (TV series) | Camille Zamora | Black Nativity | Chris Hanzsek | By the Beautiful Sea (song) | Alternative Energy (composition) | The Great Locomotive Chase Festival | Freshwater (opera) | Almost Saturday Night | Antonio Vivaldi | The Caledonia Soul Orchestra | The Boatniks | Darkthrone | Perfect Day (Cascada album) | Jane Vain and the Dark Matter | For One Night Only (Irish TV series)"
5a8a3e745542996c9b8d5e70,pooled,bridge,hard,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?",Arena of Khazan | Tunnels &amp; Trolls,full_evidence_recall,5,0,1,dense_only,"Tunnels &amp; Trolls: Crusaders of Khazan | Tunnels &amp; Trolls | Mercenaries, Spies and Private Eyes | Starfaring | The Kids of Catan | Arena of Khazan | Elasund | Frank Thomas' Big Hurt | Thomas H. Gale House | Kill Doctor Lucky | Poleconomy | Crank Caverns | Pirate's Cove | Catan | Farr House | Atari XEGS | Call of Duty 4: Modern Warfare | The Spiderwick Chronicles (film) | Brother from Another Series | Madonna (book) | Ted Plumb | Mary Elizabeth Day Nursery | Struggle for Rome (board game) | Berlin Peace Column | Dinosaur (film) | Sam Fisher (Splinter Cell) | The Crossings at Northwest | The Lost Vikings | Cars 3 | Treehouse (game) | Team Fortress 2 | Surround (video game) | St. George, Staten Island | Baltimore Orioles | The Rivals for Catan | Kingdom of Northumbria | Oz the Great and Powerful | Governor's House, Knutsford | Ken St. Andre | Walt Disney World Dolphin | Bonshaw, New South Wales | The Good Dinosaur | Snow White: The Fairest of Them All | St Andrews Links | Owsley Stanley | Libocedrus | Tomb Raider III | Halloween Adventure | Dance Dance Revolution Mario Mix | Gloriana St. Clair","Tunnels &amp; Trolls | Ken St. Andre | Arena of Khazan | Tunnels &amp; Trolls: Crusaders of Khazan | Tron Evolution: Battle Grids | Gateways (video game) | The Lost Vikings | Gamer (film) | In the Realm of the Hackers | Tron: Evolution | Amen: The Awakening | Hey Pa! There's a Goat on the Roof | Portal (series) | Tom Clancy's Splinter Cell: Pandora Tomorrow | Tomb Raider | Portal 2 | Mercenaries, Spies and Private Eyes | Starfaring | Portal (video game) | Lara Croft Go | Outlast | Lego Knights' Kingdom | Rockstar Advanced Game Engine | Jon St. Andre | Struggle for Rome (board game) | Elasund | Apprentice Adept | The Surreal Life: Fame Games | Icehouse pieces | Fez (video game) | Treehouse (game) | Jump into Hell | Dance Dance Revolution Mario Mix | The Kids of Catan | Kingsglaive: Final Fantasy XV | Ruakuri Cave | This Is the Life (2008 film) | Id Tech 5 | List of Tomb Raider media | ParaEngine | The Ganymede Takeover | Dance Factory (video game) | Crank Caverns | Kill Doctor Lucky | Roland Rat | Tomb Raider III | Poleconomy | Prince of Persia: The Sands of Time | X-Men: The Official Game | Pirate's Cove"
5a8b3af455429971feec467b,pooled,bridge,hard,Blinding Edge Pictures produced which 2000 film starring Bruce Willis?,Blinding Edge Pictures | Unbreakable (film),full_evidence_recall,5,0,1,dense_only,"Blinding Edge Pictures | Signs (film) | The Whole Nine Yards (film) | Last Man Standing (1996 film) | Walt Disney Studios Motion Pictures | In Country | Gone in 60 Seconds (2000 film) | Striking Distance | Unbreakable (film) | Lay the Favorite | Poetical Refugee | The Family Man | Along the Navajo Trail (film) | Mercury Rising | Kyosuke Usuta | Phhir | Queen of Blood | San Fernando Valley (film) | Gidget Goes to Rome | Sherlock Holmes (1916 film) | Don't Fence Me In (film) | Sons of the Pioneers (film) | Gilmore Girls: A Year in the Life | List of Walt Disney Pictures films | Big Stone Gap (film) | Cop Out (2010 film) | McFarland, USA | Dinosaur (film) | Stanton Y. Hill | Silver Bells (film) | Brett C. Leonard | Hoppy Serves a Writ | Mark Ciardi | Dancing on the Edge (TV series) | Criminal Lawyer | The Cruel Sea (1953 film) | Ed Wood (film) | Sacred Planet | The Hard Easy (film) | Peter Pan (1953 film) | I Love NY (2015 film) | John Ince (actor) | Planet Terror | The Muppet Christmas Carol | Charles Craft | Mr. Church | Harry Bowen (actor) | Street Kings 2: Motor City | Dead Awake (2010 film) | Santa Claus: The Movie",Blinding Edge Pictures | Unbreakable (film) | Lay the Favorite | The Whole Nine Yards (film) | Striking Distance | Mercury Rising | Cop Out (2010 film) | In Country | List of accolades received by American Beauty | Planet Terror | Scott Sidney | The Lego Batman Movie | Chris Menges | Charles Craft | Awake (film) | Altair (film) | Last Man Standing (1996 film) | 1920 (film series) | Rings (2017 film) | American Beauty (soundtrack) | American Beauty (1999 film) | Identity Films | Scott Derrickson | Harsh Times | Ashley Cheadle | Devil in the Flesh (1998 film) | Don't Fence Me In (film) | Danny Boyle | 1920 (film) | Jawbreaker (film) | Brandon Dickerson | Out of Sight | Frank McDonald (director) | Rebel Highway | Udanchhoo | Tarzan (1999 film) | True Lies | Man of Steel (film) | Bridge to Terabithia (1985 film) | Afflicted (film) | Julián Hernández (filmmaker) | Dumb and Dumberer: When Harry Met Lloyd | Agee (film) | Alain Resnais | Silicon Imaging | Andy Milder | Robin Hood (2018 film) | Kyle Craig | Conan the Barbarian (2011 film) | Harry Bowen (actor)
5a8b452655429971feec468e,pooled,bridge,hard,Which close friend of an American former basketball player was signed for to play for the Timberwolves?,2000–01 Minnesota Timberwolves season | Kevin Garnett,full_evidence_recall,5,0,1,dense_only,Larry Friend | Delray Brooks | Ricky Rubio | Mike Edwards (basketball) | Jerry Lucas | Jeff Horner | Von McDade | Curt Smith (basketball) | Kevin Garnett | Richie Garner | Ayana Walker | 2000–01 Minnesota Timberwolves season | Memphis Hustle | Buzz Peterson | Charlotte Hornets | Tyler Kalinoski | 2014–15 VCU Rams men's basketball team | Muggsy Bogues | Robert Barton | Catan: Cities &amp; Knights | Maggie Dixon Award | James Blackmon Sr. | 2004–05 VCU Rams men's basketball team | Virginia Foster Durr | Tamika Catchings | 2013–14 VCU Rams men's basketball team | Frank Martin (basketball) | 2014–15 Colorado Buffaloes men's basketball team | Pat Hingle | Bobby Humphrey | Frank Thomas (designated hitter) | 2015–16 Colorado Buffaloes men's basketball team | Charlotte Hornets all-time roster | Eduardo Portela | 2012–13 Vermont Catamounts men's basketball team | 2012–13 VCU Rams men's basketball team | Longhorn Ballroom | Spencer Bell (actor) | 2015–16 Vermont Catamounts men's basketball team | Kent County Cricket Club in 2011 | List of NBL Canada All-Stars | 2015–16 VCU Rams men's basketball team | Evicted! | Mathematically Alive | A. C. Tirulokchandar | 2009–10 VCU Rams men's basketball team | Treaty of Taipei | Bradley Gaskin | Jerry Glanville | 2010–11 VCU Rams men's basketball team,2000–01 Minnesota Timberwolves season | Larry Friend | Muggsy Bogues | Kevin Garnett | Curt Smith (basketball) | Ricky Rubio | Tyler Kalinoski | Charles Teague (baseball) | Von McDade | Presley Askew | 1992–93 Charlotte Hornets season | Jerry Lucas | Richie Garner | Mike Edwards (basketball) | 1999 Kansas City Wizards season | Charlotte Hornets draft history | Anthony Avent | Delray Brooks | Ayana Walker | All-time Sporting Kansas City roster | Rick Clausen | 2008 Kansas City Wizards season | Eduardo Portela | History of the Minnesota Twins | Mouse Davis | 2014–15 Charlotte Hornets season | Memphis Hustle | List of Texas Tech Lady Raiders in the WNBA Draft | Philadelphia Baseball Wall of Fame | 2003 WNBA season | David Masur | Adam Thielen | Wayne Garland | Kevin Lockett | List of Charlotte Hornets seasons | Ivory Lee Brown | Anthony Woodson | History of the Washington Senators (1901–60) | James Blackmon Sr. | Jack Fox (baseball) | 2006 Miami Hurricanes football team | Hall &amp; Oates | Umar Akmal | Reggie Witherspoon (basketball) | J. J. Syvrud | 1997 Kansas City Wizards season | Dick Kauffman | Keith Bostic (American football) | LaRon Landry | Charlotte Hornets
5a8b78775542997f31a41d3d,pooled,bridge,hard,"Chimaja Appawas the younger brother of a general of the Maratha Empire in India, who served as what to the fifth Maratha Chhatrapati Shahu from 1720 until his death?",Baji Rao I | Chimaji Appa,full_evidence_recall,5,0,1,dense_only,"Baji Rao I | Shahu I | Maratha Navy | Balaji Vishwanath | Maratha emperors | Maynak Bhandari | Chimaji Appa | Balaji Kunjar | Siege of Bharatpur (1805) | Rajaram II of Satara | Baron Berkeley of Stratton | New Palace, Kolhapur | Patricio Echegaray | Cadet branch | Claude Auchinleck | Earl of Lanesborough | Friedrich Wilhelm von Steuben | Fernando Tapias Stahelin | Khosrow IV | Sasanian Empire | Suintila | Savage's Station, Virginia | Samo | Earl of Aylesford | Philip Ruddock | Leofwine Godwinson | Nikolai Podgorny | Tenskwatawa | Robert Parker Parrott | Bobby Mehta | James A. Winnefeld Jr. | Urbanisation in India | Brother from Another Series | Achalla | Komal | The Inventors | Marino Franchitti | Chach of Alor | Gelston Castle | Paddy O'Toole | Jane Marum Roush | Ted Plumb | Mikhail Gorbachev | Prophetstown State Park | Jon Bramnick | José María Gironella | Robert Nyce | List of liberal arts colleges | Battle of Tippecanoe | James Reilly (Irish politician)","Chimaji Appa | Baji Rao I | Shahu I | Maratha emperors | Balaji Kunjar | Maratha Navy | Rajaram II of Satara | Balaji Vishwanath | Maynak Bhandari | Sachin Warrier | New Palace, Kolhapur | Khosrow IV | Ziri ibn Atiyya | George W. Macfarlane | Apratim Majumdar | Village accountant | Zulu royal family | Ismail Yusuf College | Farhaan Faasil | Siege of Bharatpur (1805) | Maharshi Raghava | Kalākaua | Chach of Alor | Muthuchippi Poloru | Bal'arab bin Himyar | Utpal Dutt | Ibn Arabi | Esma Sultan (daughter of Abdülaziz) | Patan minara | Esma Sultan (daughter of Ahmed III) | One Rank, One Pension | Esma Sultan (daughter of Abdul Hamid I) | Krajmir | Emirate of Afghanistan | Charles Hastings Judd | Mohammad Salman (cricketer, born 1981) | Fayyaz Hashmi | Tippecanoe order of battle | Gajabrishta | Haripur Barabari | Mana Al Otaiba | Chawalit Kamutchati | Ayesha Farooq | Giuseppe Arimondi | Yousef Pashtun | Leofwine Godwinson | Gita Dey | Akbariyya | Dipangkorn Rasmijoti | Dras War Memorial"
