method,setting,example_id,question_type,level,question,gold_titles,retrieved_titles,any_evidence_recall@2,any_evidence_recall@5,any_evidence_recall@10,full_evidence_recall@2,full_evidence_recall@5,full_evidence_recall@10,partial_evidence_recall@2,partial_evidence_recall@5,partial_evidence_recall@10,reciprocal_rank_at_10,reciprocal_rank_at_50
bm25,pooled,5ab28019554299722f9b4d51,bridge,hard,What amount was the settlement that the character from the Son of al Quada got in 2017?,Omar Khadr | Son of al Qaeda,"Al Utouriya | Damian Wayne | Mana Al Otaiba | List of largest pharmaceutical settlements | Mick Carter | Shagai Plateau | Fraley v. Facebook, Inc. | Garifuna Settlement Day | Duty to settle | Al Haj FAW motors | Sabaa Al Bour | Detroit Tigers | Santa's Little Helper | Hysen Pasha Mosque | She's Got the Rhythm (And I Got the Blues) | 2009 Virginia Cavaliers football team | Humberside | Khosrow IV | Suintila | Earl of Dunbar | Hubert Gagnon | Chimaji Appa | New York Society of Model Engineers | John Black (Days of Our Lives) | Baron Burnham | Osc-Dis | Kasia Al Thani | Gollum | Guanche mummies | 2012 Kansas City Royals season | Krajmir | Cadet branch | Milton (cartoon) | Harris G. Mirkin | Broughty Castle | History of Wales | Carolina Dodge Dealers 400 | United States Senate election in Illinois, 1978 | Military history of Mexico | STOLport | Deadwood (song) | Tell El Sakan | Kuvira | Baron de Mauley | Salvatore Testa | Lord of Islay | Accession Council | Suorva | Prince Hamlet | Burt Gummer",0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
bm25,pooled,5a75f79555429976ec32bcca,bridge,hard,"Considered the strongest recorded tropical cyclone, which cyclone had a film made about it in 2007?",1999 Odisha cyclone | Kathantara,"Cyclone Anne | Cyclone Gonu | Cyclone Kesiny | Cyclone Hondo | Cyclone Esau | Cyclone Donna | 2011–12 South Pacific cyclone season | 2002–03 Australian region cyclone season | 1999 Odisha cyclone | Christian Bale filmography | Premio Lo Nuestro 2003 | Back to December | Rockin' All Over the World | Randy Travis | Kent Stax | Bodies (Sex Pistols song) | Marlene (1984 film) | Snegithiye | Home Dead (album) | Chattahoochee (song) | Evermore (Beauty and the Beast song) | Uptown 3000 | The Magic Christian (novel) | Belle (Disney song) | These Boots Are Made for Walkin' | Blueberry Tea | Bill Cosby Is a Very Funny Fellow...Right! | A Boy in a Man's World | A Summer in the Cage | Dancin' (on a Saturday Night) | Kirton, Suffolk | All That You Are (Goo Goo Dolls song) | Billy Sullivan (actor) | Stranger in the House (song) | Giuseppe Verdi (film) | Oh My God (Guns N' Roses song) | Manson (film) | Ghulam Nabi Firaq | Tree fern | City of Angels (film) | Conchita Badía | Be Our Guest | Fulla | Steve Arbuckle | Kiss and Tell (1945 film) | Kishore Dang | Alain Resnais | Phlebodium | Bob Seger | The Twenty-fifth Anniversary Anthology",0,0,1.0,0,0,0.0,0.0,0.0,0.5,0.1111111111111111,0.1111111111111111
bm25,pooled,5adef80b5542993a75d263c4,bridge,hard,The 2000 British film Snatch was later adapted into a television series for what streaming service?,Snatch (TV series) | Snatch (film),"Please Don't Eat the Daisies | Please Twins! | Snatch (TV series) | Gilmore Girls: A Year in the Life | Kyosuke Usuta | Snatch (film) | Locke the Superman | Roland Rat | Orange Is the New Black | Romper Stomper (TV series) | The Petrified Forest | AXN | Swedish Dicks | Dexter (TV series) | The Sarah Millican Television Programme | Parallels (film) | 11 Harrowhouse | Ambulance (TV series) | List of The Office (U.S. TV series) characters | Bajillion Dollar Propertie$ | Metropolis (TV series) | Ted Plumb | The Family Man | Clive Donner | Sold (TV series) | The Fairies | David Mirkin | Raimund Harmstorf | Cosmos: A Spacetime Odyssey | The General (1926 film) | Night School: the Web Series | Dancing on the Edge (TV series) | Treat Williams | Nat and Alex Wolff | Dr. Kildare (TV series) | Mighty Max (toyline) | Oh, No! Not THEM! | Aaron Faulls | The Card (1952 film) | The Marvelous Land of Oz | The Three Lives of Thomasina | Armed Forces Covenant | Stargate SG-1 | Samuel Sim | The Chessels | List of Romeo × Juliet episodes | List of accolades received by 127 Hours | Carole Gray | Ender's Game (series) | Filming of James Bond in the 1990s",0,1,1.0,0,0,1.0,0.0,0.5,1.0,0.3333333333333333,0.3333333333333333
bm25,pooled,5ae0aaf455429945ae959401,bridge,hard,Chris Williams last played for which football club from the National League North?,Chris Williams (English footballer) | Salford City F.C.,Brian Cook (football administrator) | Salford City F.C. | Sport &amp; Leisure Swifts F.C. | Gainsborough Trinity F.C. | Spennymoor Town F.C. | Curzon Ashton F.C. | Walter Suggs | List of Wigan Borough F.C. players | Keith Bostic (American football) | Daniel Talia | Alan Cransberg | Joe Walker (American football) | Super Bowl XXXVII | National League (English football) | Jimmy Bartel | 1978–79 Wigan Athletic F.C. season | Ivory Lee Brown | Boston United F.C. | EFL Cup | National League North | Adam Thielen | National League South | Champ Bailey | NIFL Premier Intermediate League | Liu Ailing | 2016 COTIF Tournament | Stephen Coniglio | Super Bowl XXXIV | Kevin Lockett | You Me and Captain Longbridge | Jack Truelove | Northern Ireland Football League | Casey Weldon | Randall Cunningham | Luke Hubbins | Queen's University Belfast A.F.C. | Chris Williams (English footballer) | 2007 Brownlow Medal | Fred Doherty | Germán Barranca | Super Bowl LIII | Adrian Peterson | Dré Bly | Merlin Olsen | Jesse Hogan | Jeris White | Fruit Bowl | 2011–12 QMJHL season | 2015 Brownlow Medal | Trinidad and Tobago League Cup,1,1,1.0,0,0,0.0,0.5,0.5,0.5,0.5,0.5
bm25,pooled,5ab47d765542991751b4d78f,bridge,hard,Who designed the hotel that held the IFBB professional bodybuilding competition in September 1991?,1991 Mr. Olympia | Walt Disney World Dolphin,"1991 Mr. Olympia | 1980 Ms. Olympia | 1981 Ms. Olympia | 2012 Ms. Olympia | 1975 Mr. Olympia | 2010 Ms. Olympia | 2011 Ms. Olympia | 2017 Mr. Olympia | 1991 Ms. Olympia | European 10,000m Cup | MEO Rip Curl Pro Portugal | EAFF E-1 Football Championship | 51st Golden Globe Awards | 61st Golden Globe Awards | FIFA Women's World Cup | Best Western Lake Buena Vista Resort Hotel | Walt Disney World Dolphin | EAFF E-1 Football Championship (women) | 1958 Night Series Cup | Château Élysée | 1956 Night Series Cup | British University Hurling Championship | List of Stanley Cup champions | The Forbury Hotel | The Surreal Life: Fame Games | Holiday Inn Lake Buena Vista Downtown | John Scott (ice hockey) | Oleson Park Music Pavilion | DoubleTree by Hilton Hotel Los Angeles Downtown | Tropicana – Las Vegas Boulevard intersection | Women's Nordic Football Championship | 1966 Golden Fleece Cup | Miss Nepal 2015 | Stephen Coniglio | Miss Nepal 2012 | Toronto Marathon | Westgate Las Vegas Resort &amp; Casino | United States Senate elections, 2002 | Ken Herock | 1961 Night Series Cup | 1940 PGA Championship | 1960 Night Series Cup | 1967 Golden Fleece Cup | 1971 Heinz Cup | 1965 Golden Fleece Cup | 2003 Kids' Choice Awards | Swedish general election, 1982 | Kurama Tatsuya | 2015 Nepal Premier League | September 16 military parade",1,1,1.0,0,0,0.0,0.5,0.5,0.5,1.0,1.0
bm25,pooled,5a7ed2c655429930675135e5,bridge,hard,"At the 71st Golden Globe Awards for television in 2013, what achievement did Breaking Bad, police sitcom Brooklyn Nine-Nine and American Hustle attain?",71st Golden Globe Awards | Brooklyn Nine-Nine,71st Golden Globe Awards | Dancing on the Edge (TV series) | Brooklyn Nine-Nine | Golden Globe Award for Best Animated Feature Film | List of awards and nominations received by Lost | Elisabeth Moss | 51st Golden Globe Awards | 61st Golden Globe Awards | 31st Golden Globe Awards | Johnny Galecki | Laura Linney | Betty Suarez | Al Pacino | Blythe Danner | City of Stars | John Lithgow | National Intelligence Medal of Achievement | Scarface (soundtrack) | Golden Gate University School of Law | Michael C. Hall | List of awards and nominations received by Shinee | Jimmy Fallon | Flight of the Innocent | Judith Ortiz Cofer | In Country | National Intelligence Reform Medal | A Rickle in Time | Maureen Dragone | Lea Thompson | Gerard Alessandrini | Pasek and Paul | COPS (animated TV series) | Al Pacino on stage and screen | Meg Ryan | Estelle Hemsley | Danny Boyle | The Ricks Must Be Crazy | Boston Common (TV series) | Nagesh Bhonsle | Vince Masuka | Unbreakable Kimmy Schmidt | Broken Arrow (1950 film) | Winfred Blevins | Greater Manchester Police and Crime Commissioner | Feirstein Graduate School of Cinema | Ava DuVernay | Brian Dennehy | Gary Anthony Williams | Mississippi Institute of Arts and Letters | Gita Dey,1,1,1.0,0,1,1.0,0.5,1.0,1.0,1.0,1.0
bm25,pooled,5ac3e0f7554299194317388b,bridge,hard,Which actor does American Beauty and American Beauty have in common?,American Beauty (1999 film) | American Beauty (soundtrack),"Lush (company) | Miss American Beauty 1963 | American Beauty (1999 film) | A Thing of Beauty | American Beauty (1927 film) | Tara Conner | La Belle Américaine | Coty, Inc. | Henkel | Mr. Nepal | Penske Media Corporation | Miss Nepal 2012 | HCL color space | Miss Nepal 2013 | Miss Nepal 2014 | Beauty and the Beast (1991 film) | List of Tennessee Titans seasons | Wengie | Miss Nepal 2015 | Hollow-cathode lamp | Richard Kind | Unincorporated Far West Region | Tzi Ma | Raymond Ochoa | Pieris floribunda | Robert Earl Jones | Jeff Bennett | Andy Umberger | Pat Hingle | Belle (Disney song) | Fishing Lake | John Pappas | Al Pacino | George Raft | Steve Arbuckle | Garfield Gets Real | Nick Cordero | Treat Williams | Idiocracy | Kerr Smith | Komal | Patrick Tatten | Nevada Union High School | Corey Allen | In Country | Switched at Birth (TV series) | Brian Dennehy | 2011 Pan American Games | Don S. Davis | Damon Dark",0,1,1.0,0,0,0.0,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333
bm25,pooled,5a7bae20554299294a54aa96,bridge,hard,Onika Tanya Maraj is a judge on a television show hosted by whom? ,American Idol (season 12) | Nicki Minaj,"Freedom Watch with Judge Napolitano | Nicki Minaj | The House of Tiny Tearaways | Rewrapped | The Apartment - Design Your Destiny | On the Ball (ITV television show) | Tómbola (TV series) | House Rules (2003 TV series) | For One Night Only (Irish TV series) | Cosmos: A Spacetime Odyssey | Maltin on Movies | New Scandinavian Cooking | Fiona Forbes | The Sarah Millican Television Programme | Sarah Palin's Alaska | Cool Center | Ew! | Steve Malzberg | My Generation (talk show) | The Joe Schmo Show | The Voice of the Philippines | The Nerdist Podcast | The Voice Teens (Philippines season 1) | David Beckham's Soccer USA | Raaz Pichhle Janam Ka | Man from 1997 | Oh, No! Not THEM! | Zhu Xun | Krusty the Clown | Unbreakable Kimmy Schmidt | Snatch (TV series) | The Thing of It Is... | Ripley's Believe It or Not! (TV series) | Lights of Old Santa Fe | Nerdist News | Will &amp; Grace | Another Day of Sun | Kelly Osbourne | Idiocracy | Free Radio (TV series) | Steve Nallon | Here (1954 song) | The Lost World (TV series) | Vala Mal Doran | Me! I'm Afraid of Virginia Woolf | Glee: The Music, The Power of Madonna | Freakonomics Radio | Sam Eagle | Death in Paradise (TV series) | Rajneesh Duggal",1,1,1.0,0,0,0.0,0.5,0.5,0.5,0.5,0.5
bm25,pooled,5ab8ee035542991b5579f04b,comparison,hard,Are Hot Rod and The Memory of Our People both magazines?,Hot Rod (magazine) | The Memory of Our People,"California Hot Rod Reunion | National Hot Rod Reunion | Fender Hot Rod DeVille | The Memory of Our People | Rat rod | Hot Rod Lincoln | Fender Hot Rod Deluxe | Volvo T6 | Hot air engine | John Black (Days of Our Lives) | Matter and Memory | Hot Rod (magazine) | When People Grow, People Go | Om Records | Be Our Guest | Norse mythology | Hot toddy | Greatest Hits (Dan Fogelberg album) | Zeresenay Alemseged | Oku people (Sierra Leone) | Piccard Balloons | Langston Hughes Medal | The Rats (American band) | Buddy film | Guanche mummies | Chinese Australians | Junior school | Arabs in India | Sindhi folk tales | Ethiopia–Japan relations | British people | John Pappas | Americo-Liberians | Jeremy Schoenberg | Christmas in the Basque Country | Black Seminoles | Patty and Selma | Human Development Index | Shia Muslims in the Arab world | Cultural Property (Japan) | Freud: A Life for Our Time | Jounen Kwéyòl | Demography of Greater Manchester | Johnny Angel (song) | Snapback (song) | Libocedrus | Lepidozamia | Persistence of Memory | Deep-fried peanuts | Scott Christian College",0,1,1.0,0,0,0.0,0.0,0.5,0.5,0.25,0.25
bm25,pooled,5a7a276d5542996c55b2dd27,bridge,hard,Who was Chamberlain and Colonel of the military staff of The Merrie Monarch?,Charles Hastings Judd | Kalākaua,"Charles Hastings Judd | George W. Macfarlane | 2010 Kiev Victory Day Parade | Corps of Military Staff Clerks | Ottoman Military College | Stargate SG-1 (season 8) | Staff (military) | James A. Winnefeld Jr. | Friedrich Wilhelm von Steuben | 3rd Virginia Regiment | Director of the Defense Intelligence Agency | Chief of the Defence Staff (Canada) | Chimaji Appa | Commander-in-Chief, India | Fernando Tapias Stahelin | Bay of Pigs Invasion | Casey County, Kentucky | Robert Parker Parrott | José Mujica | Battle of Klushino | Merrie Monarch Festival | 1st Virginia Regiment | Military history of Mexico | Edward D. Martin | Second Anglo-Afghan War | Benjamin Logan | Thomas Shea | 6th Connecticut Regiment | Earl Belmore | Marion, South Australia | 9th Virginia Regiment | Ephraim Sklyansky | United States Army | South West Pacific Area (command) | Loan modification in the United States | Bukhara operation (1920) | Ground Intelligence Officer | Second Battle of Agordat | Kalākaua | Battle of Manila (1945) | Clayton Fountain | Am Rong | Defence Long Service Medal | Yeomen of the Guard | Giuseppe Arimondi | Garrison, New York | Draining and development of the Everglades | Edwin A. Doss | Claude Auchinleck | Oleson Park Music Pavilion",1,1,1.0,0,0,0.0,0.5,0.5,0.5,1.0,1.0
bm25,pooled,5a717d4c5542994082a3e854,comparison,hard,"Who has written more than 300 papers, Semyon Aranovich Gershgorin or Pavel Alexandrov?",Pavel Alexandrov | Semyon Aranovich Gershgorin,Confrontation (TV series) | Gershgorin circle theorem | Rafferty (1980 TV series) | Pavel Alexandrov | Semyon Aranovich | Semyon Aranovich Gershgorin | James P. Comer | Pavel Urysohn | Ian Stirling (biologist) | Nerve of a covering | Manorama (Tamil actress) | Rick Wilber | Sasanian Empire | HGGC | List of multi-sport athletes | 1983 Donnay Indoor Championships – Doubles | The Grassroot Deviation | Arcos Dorados Holdings | Halliburton | Giant dog breed | The Thing of It Is... | Ruakuri Cave | James Fieser | Seven Brief Lessons on Physics | Body cavity search | Mystery Girl (film) | VIP's | Castle Richmond | Bratislava | Alexandroff extension | Randy Travis | St. Jude Medical | Lithia Springs Creek | Huernia | USS New Jersey (BB-62) | Xin Zhui | Khosrow IV | Singh | The Year of the Dog (film) | David Alden | 990WBOB | Real estate technology | Ragazzi Boys Chorus | Police perjury | St. Mary's Priory (Lothian) | Dime novel | Laws of association | Lady Gaga x Terry Richardson | Harry Connick Jr. | Argand lamp,0,1,1.0,0,0,1.0,0.0,0.5,1.0,0.25,0.25
bm25,pooled,5ac02e31554299294b218f3f,bridge,hard,Which post DC Extended Universe actress will also play a role in what is intended to be the fifth installment of the DC Extended Universe?,Gal Gadot | Justice League (film),"Aquaman (film) | Justice League (film) | List of DC Extended Universe cast members | Suicide Squad (film) | Man of Steel (film) | Gal Gadot | Wonder Woman (2017 film) | DC Extended Universe | Batman v Superman: Dawn of Justice | Arrowverse | Damian Wayne | List of Teen Titans Go! episodes | The Lego Batman Movie | Police perjury | United States naval gunfire support debate | Bjarkøy Fixed Link | Roy Harper (comics) | Greater Manchester Police and Crime Commissioner | Kent Stax | Be Our Guest | Glee: The Music, The Power of Madonna | Strip search phone call scam | Elton John One Night Only – The Greatest Hits | Madhuri Dixit filmography | Mamie Gummer | Bad Meets Evil | Sports in the Las Vegas metropolitan area | Claire Temple (Marvel Cinematic Universe) | Sara Botsford | Zafar, Yemen | Teen Titans Go! (TV series) | Manhattan Life Insurance Building | A rose by any other name would smell as sweet | 2044 election | United States presidential election, 2020 | NetSupport Manager | Siobhan Finneran | Linda Mvusi | Marta Ribera | Shadow War | The Voice Teens (Philippines season 1) | G5511 Jining–Arun Expressway | Children's Day (Japan) | BTS discography | Jo Marie Payton | PNG solution | Kill Kill (song) | Participant observation | Shagai Plateau | Wishing Stairs",1,1,1.0,0,0,1.0,0.5,0.5,1.0,0.5,0.5
bm25,pooled,5a79ea435542996c55b2dc9e,bridge,hard,Who was the captain of the only battleship to provide gunfire support during the Vietnam War?,J. Edward Snyder | USS New Jersey (BB-62),"USS New Jersey (BB-62) | J. Edward Snyder | United States naval gunfire support debate | List of battleships of Italy | Soviet cruiser Kirov | Naval gunfire support | French battleship Jean Bart (1911) | Operation Market Time | USS Trippe (FF-1075) | Ernst Lindemann | Tonkin Gulf Yacht Club | Battle of Fallen Timbers | 2014 Brownlow Medal | Edward D. Martin | List of Kent County Cricket Club captains | VMF-511 | Wolf Junge | No. 2 Squadron RAAF | Air Tahoma Flight 185 | Ethiopian Legal Information Website | Afghan Civil War (1996–2001) | Peter Blacker | Westervelt massacre | Anastas Mikoyan | 2015 Nepal Premier League | Baron Berkeley of Stratton | Kent County Cricket Club in 2013 | Canadian federal election, 1926 | Khosrow IV | Henry Hall (American revolution) | Boston United F.C. | Claude Auchinleck | Amistad Dam Port of Entry | New York Society of Model Engineers | Conscription in the United States | Louise Bryant | Indonesia 2022 FIFA World Cup bid | Fort Diu | Kent County Cricket Club in 2010 | Goo Goo Dolls (album) | David Masur | Glacier National Park Fund | Column of Phocas | Dana Shires | List of ancient spiral stairs | R-Point | Battle of Calabria | Gerald Ford | Vietnam People's Navy | Philip Ruddock",1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
bm25,pooled,5ab7e4dc5542995dae37e9df,bridge,hard,"The Polar Bears featuring the voice of Armie Hammer, is also the same voice actor for which character in Cars 3?",Armie Hammer | The Polar Bears,The Polar Bears | Hubert Gagnon | Jeff Bennett | Cars 3 | Richard Kind | Kermode bear | Kate Higgins | The Voice Teens (Philippines season 1) | Sam Fisher (Splinter Cell) | Steve Nallon | The Rain Rain Rain Came Down Down Down | Beatitude (album) | Voice type | Catwoman (video game) | Valentina (2008 film) | The Lone Ranger (2013 film) | Voice (film) | Wapusk National Park | Gary Anthony Williams | Ian Stirling (biologist) | Jim Backus | Conan the Barbarian (2011 film) | Alice David | Garfield Gets Real | Every Voice | Armie Hammer | The Voice of the Philippines | Jim Cummings | Stanton Y. Hill | The Voice Teens (Philippine TV series) | Zachary Throne | Damon Dark | Something There | Final Fantasy VII: Advent Children | Janet Waldo | Raymond Ochoa | Andy Milder | Robby Benson | Christian Bale filmography | Shashaa Tirupati | George Hammond (Stargate) | Lucas Grabeel | Nick Cordero | Wonder Woman (2017 film) | Kelly Osbourne | Beauty and the Beast (Disney song) | Steve Arbuckle | Redemption (Stargate SG-1) | Muted group theory | Anil Chatterjee,1,1,1.0,0,0,0.0,0.5,0.5,0.5,1.0,1.0
bm25,pooled,5a834ed95542990548d0b1ca,comparison,hard,"Which tower is taller, 712 Fifth Avenue or Manhattan Life Insurance Building?",712 Fifth Avenue | Manhattan Life Insurance Building,"Manhattan Life Insurance Company | Manhattan Life Insurance Building | Whole life insurance | 712 Fifth Avenue | Francis H. Kimball | Physicians Mutual | Supreme Life Building | Flatiron Building | New York Life Building | Tower City station | New York Life Insurance Building (Montreal) | 888 7th Avenue | Grace Church School | Clock Tower of Murshidabad | Birchwood Mall | Jonathan Michael Ansell | Kingstone Companies | Superman: Tower of Power | Hysen Pasha Mosque | This Is the Life (2008 film) | Hounsfield Heights/Briar Hill, Calgary | An Imaginary Country | Poleconomy | Galle Clock Tower | Manhattan Romance | Kumanovo Clock Tower | Clock Tower, Brighton | Children's Day (Japan) | West Athens, California | Buena Vista Park | Sunset Las Palmas Studios | Ephigenia of Ethiopia | Richie Garner | Staten Island Catapult | Pershing Square Capital Management | Glow switch starter | South Phoenix | CapitaGreen | 1964 Armstrong 500 | Pulmonary rehabilitation | Spirit of the Border | Duty to settle | Lionel S. Reiss | Ryman Auditorium | Random House Tower | Symphony Center | Bank of China Tower (Hong Kong) | Bonsallo Avenue | Gilmore Girls: A Year in the Life | Central Avenue (Los Angeles)",1,1,1.0,0,1,1.0,0.5,1.0,1.0,0.5,0.5
bm25,pooled,5ab41d855542996a3a969f4b,bridge,hard,"Is the Pakistan fast bowler who joined the Kent County Cricket Club in June, 2011 a left-hand or right-hand batsmans?",Kent County Cricket Club in 2011 | Wahab Riaz,"Kent County Cricket Club in 2011 | Arthur Fielder | Kent County Cricket Club in 2010 | List of Kent County Cricket Club captains | Doug Bollinger | Kent County Cricket Club in 2013 | Wayne Parnell | Tom Caplen | Jack Mason | Wahab Riaz | Zaheer Khan | Lahore Qalandars in 2016 | Adnan Akmal | George Paice (bowls) | Casey County, Kentucky | Imran Ali (cricketer, born 1985) | Marco da Silva (French footballer) | Lisburn Distillery F.C. | Kamran Rasheed | Gorse Hill | Oldham County, Kentucky | Curzon Ashton F.C. | Seminole County, Oklahoma | Boston United F.C. | Fast food restaurant | Kirton, Suffolk | Sport &amp; Leisure Swifts F.C. | Carroll County, New Hampshire | Eugene Cross Park | Bulldog | Toy Manchester Terrier | General Hospital cast members | ŠNK Radgona | Gerald R. Ford International Airport | Chefette | Jimmy Bartel | Sullivan County, New Hampshire | Cerro Gordo County Courthouse (Iowa) | Super Size Me 2: Holy Chicken! | Portstewart F.C. | Keith County, Nebraska | Aquinas Old Collegians Football Club | Lindum Sports Club Ground | Newington Youth F.C. | Hampden County, Massachusetts | Bishop Gorman High School | Baron Burnham | Trinity Hall Boat Club | Mike Beard (politician) | Brian Cook (football administrator)",1,1,1.0,0,0,1.0,0.5,0.5,1.0,1.0,1.0
bm25,pooled,5a7b7ff75542995eb53be93d,comparison,hard,"Who was born first, Arthur Conan Doyle or Penelope Lively?",Arthur Conan Doyle | Penelope Lively,"Adrian Conan Doyle | Dead Man's Land | Douglas Ainslie | Arthur Conan Doyle | The Adventure of the Empty House | Sherlock Holmes (1916 film) | The Return of Sherlock Holmes (1929 film) | The Lost World (TV series) | Sherlock Holmes (2010 film) | Despoina | Janet Waldo | House of Capet | Mamzer | Billy Sullivan (actor) | 20th National Hockey League All-Star Game | Skyscraper National Park | Rough Shoot | Gus Williams (musician) | Arthur Fielder | Penelope Lively | Changmin | J. M. Barrie | Executive Order 10925 | Jester | Andlang | Bronwyn Bishop | Ancient Order of Hibernians | J-Shin | Antoine Quinquet | Arthur Roberts (editor) | 1968 US Open (tennis) | Katherine Kath | Daniel Talia | Château Élysée | Sir Matt Busby Sports Complex | Paul Zorner | Patrick Kennedy (1823–1858) | Robert Gascoyne-Cecil, 3rd Marquess of Salisbury | Luigi Rossi | John Lithgow | Les Irwin | Sasquatched! The Musical | Virginia Woolf | Mwambutsa IV of Burundi | Cornelia, Georgia | Jean Baptiste Assenede | Little Big Man (novel) | Stephen Boreham | The Doors: Vinyl Box Set | Eve Unsell",0,1,1.0,0,0,0.0,0.0,0.5,0.5,0.25,0.25
bm25,pooled,5a7d19d85542995ed0d165e8,bridge,hard,The Tennessee Volunteers football team plays as a member for a conference in what city?,1984 Tennessee Volunteers football team | Southeastern Conference,1983 Tennessee Volunteers football team | 1984 Tennessee Volunteers football team | 1985 Tennessee Volunteers football team | 1896 Tennessee Volunteers football team | 1930 Tennessee Volunteers football team | 1899 Tennessee Volunteers football team | 1938 Tennessee Volunteers football team | 1891 Tennessee Volunteers football team | Oregon Ducks football | Tennessee Volunteers football statistical leaders | Falkland Islands official football team | 2009 Virginia Cavaliers football team | List of Tennessee Titans seasons | Battle for the Bell | Georgia Tech Yellow Jackets football | 1964 Illinois Fighting Illini football team | Texas A&amp;M–Texas Tech football rivalry | ŠNK Radgona | Charlotte Hornets | 1987 Georgia Tech Yellow Jackets football team | 1988 Georgia Tech Yellow Jackets football team | Marco da Silva (French footballer) | 2011 Cleveland Browns season | 1986 Texas Tech Red Raiders football team | 1974 Texas Tech Red Raiders football team | Al Wilson (offensive lineman) | Arizona State Sun Devils football | Super Bowl XXXIV | 2008 Cleveland Browns season | Queen's University Belfast A.F.C. | Bobby Dodd Stadium | Yasuhito Endō | Aquinas Old Collegians Football Club | 2010 Cleveland Browns season | 2007 Cleveland Browns season | Ayana Walker | 2012 Cleveland Browns season | Buzz Peterson | Atiqur Rahman Meshu | Rick Clausen | 2012 Louisville Cardinals football team | 1952 Arizona State Sun Devils football team | Keith Bostic (American football) | 2009 Cleveland Browns season | AFC North | Luke Hubbins | Switzerland women's national football team | EAFF E-1 Football Championship | Ralph Giannini | Blinkey Horn,1,1,1.0,0,0,0.0,0.5,0.5,0.5,0.5,0.5
bm25,pooled,5ae7ed17554299540e5a56a3,bridge,hard,Ernest Foot was the best friend of the fighter pilot who had how many victories?,Albert Ball | Ernest Foot,Ernest Foot | Lydia Litvyak | Ashley Rolfe | Paul Zorner | Manfred Meurer | Ilmari Juutilainen | Egon Mayer | Ayesha Farooq | Edwin A. Doss | Fighter Pilot: Operation Red Flag | No Prima Donna: The Songs of Van Morrison | W. E. Johns | Aisne-Marne American Cemetery and Memorial | Albert Ball | Roscoe Channing | Hubert Gagnon | Chasing Daylight (book) | VMF-215 | VMF-222 | Virginia Foster Durr | Ashley Cheadle | Ray Nitschke | VMF-452 | Murree rebellion of 1857 | François Coli | Battle of Glendale (Skye) | Robert Barton | Larry Friend | Bill's Best Friend | VMF-221 | Mitch Pileggi | Tow-in surfing | José Mujica | Maiwand Lion | My Family (series 1) | George V | Damon Dark | Gervais Raoul Lufbery | Wayne Garland | Vilsandi | VMF-512 | The Rain Rain Rain Came Down Down Down | 1976 Brownlow Medal | Hormizd VI | Enrique Banchs | Elmo M. Haney | Gameel Al-Batouti | Princess Olga of Hanover | Premio Lo Nuestro 2003 | Pat Hingle,1,1,1.0,0,0,0.0,0.5,0.5,0.5,1.0,1.0
bm25,pooled,5ab2659e554299340b5254b2,bridge,hard,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",Farrukhzad Khosrow V | Sasanian Empire,"Farrukhzad Khosrow V | Duchy of Thuringia | Samo's Empire | Ashur-etil-ilani | Hormizd VI | Khosrow IV | Sasanian Empire | Samo | Mwambutsa IV of Burundi | Earl of Lanesborough | Chach of Alor | George V | Frigg gas field | 1925 Birthday Honours | R v Van der Peet | You Can't Kill Stephen King | Suintila | Godwin, Earl of Wessex | Baji Rao I | Gaspare Spatuzza | Battle of Adwa | In Death Reborn | Baron de Mauley | Richard Honaker | SMU Mustangs football under Mike Cavan | City Tunnel (Malmö) | Meet Corliss Archer (TV series) | 2015 Nepal Premier League | Double Trouble (U.S. TV series) | Maratha Navy | Henry III of France | Battle of Clitheroe | Battle of Peleliu | Maratha emperors | Viscount Wimborne | Jameel v Wall Street Journal Europe Sprl | Baron Dunalley | Outline of Ethiopia | COPS (animated TV series) | New York State Writers Hall of Fame | Royal Marriages Act 1772 | Charles Hastings Judd | 2010 Northern Hemisphere summer heat waves | Richard Torbay | Battle of Alhandic | Graduados | Shahu I | Duke of Leuchtenberg | People's Socialist Republic of Albania | My Eyes Adored You",1,1,1.0,0,0,1.0,0.5,0.5,1.0,1.0,1.0
