retrieval_run_id,method,setting,example_id,rank,title,score
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7166395542994082a3e814,9,History of the Kansas City metropolitan area,0.36347088217735291
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7166395542994082a3e814,10,Kansas City Scout,0.25776362419128418
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a71717d5542994082a3e834,1,Larry Drake,0.57189571857452393
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a71717d5542994082a3e834,2,Gryphon (film),0.54597878456115723
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a71717d5542994082a3e834,3,Van Partible,0.53763318061828613
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a71717d5542994082a3e834,4,List of Johnny Bravo episodes,0.49014192819595337
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a71717d5542994082a3e834,5,Jeff Bennett,0.45038023591041565
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a71717d5542994082a3e834,6,Sherry Gunther,0.37111860513687134
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a71717d5542994082a3e834,7,Steve Nallon,0.33349043130874634
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a71717d5542994082a3e834,8,Brian A. Miller,0.26632088422775269
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a71717d5542994082a3e834,9,Rumen Petkov,0.25132459402084351
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a71717d5542994082a3e834,10,Festival of New Songs,0.09963177889585495
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a717d4c5542994082a3e854,1,Pavel Alexandrov,0.51952576637268066
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a717d4c5542994082a3e854,2,Semyon Aranovich Gershgorin,0.42044824361801147
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a717d4c5542994082a3e854,3,Semyon Aranovich,0.38743960857391357
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a717d4c5542994082a3e854,4,Gershgorin circle theorem,0.31350815296173096
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a717d4c5542994082a3e854,5,Pavel Urysohn,0.27335542440414429
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a717d4c5542994082a3e854,6,Confrontation (TV series),0.25047579407691956
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a717d4c5542994082a3e854,7,Rafferty (1980 TV series),0.20771455764770508
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a717d4c5542994082a3e854,8,Alexandroff extension,0.18789711594581604
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a717d4c5542994082a3e854,9,The Year of the Dog (film),0.15826299786567688
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a717d4c5542994082a3e854,10,Nerve of a covering,0.14197161793708801
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a722b8655429971e9dc9329,1,These Boots Are Made for Walkin',0.69934189319610596
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a722b8655429971e9dc9329,2,Boots (EP),0.68722975254058838
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a722b8655429971e9dc9329,3,Boots (album),0.64491426944732666
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a722b8655429971e9dc9329,4,Nancy Sinatra,0.57286339998245239
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a722b8655429971e9dc9329,5,The Twenty-fifth Anniversary Anthology,0.53235828876495361
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a722b8655429971e9dc9329,6,Puss N' Boots/These Boots Are Made for Walkin',0.51954877376556396
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a722b8655429971e9dc9329,7,Kon Kan,0.41012623906135559
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a722b8655429971e9dc9329,8,Jim Shoulders,0.25820848345756531
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a722b8655429971e9dc9329,9,Lee Hazlewood,0.19534812867641449
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a722b8655429971e9dc9329,10,Death of Abdul Wali,0.19126449525356293
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7252db5542990c210a4104,1,Trump campaign–Russian meeting,0.57664608955383301
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7252db5542990c210a4104,2,Donald Trump Jr.,0.53563344478607178
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7252db5542990c210a4104,3,Jessica Mulroney,0.37486281991004944
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7252db5542990c210a4104,4,John Ingram McMorran,0.35925748944282532
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7252db5542990c210a4104,5,Clayton Fountain,0.2668728232383728
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7252db5542990c210a4104,6,Domitia Lepida the Elder,0.24703656136989594
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7252db5542990c210a4104,7,Clear Creek Meeting House,0.19829358160495758
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7252db5542990c210a4104,8,Zeresenay Alemseged,0.19068679213523865
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7252db5542990c210a4104,9,Child Welfare League of America,0.1289176344871521
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7252db5542990c210a4104,10,Mary Elizabeth Day Nursery,0.11770501732826233
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a729e7b5542992359bc313d,1,Longhunter,0.59722006320953369
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a729e7b5542992359bc313d,2,Thái Bình river system,0.32014364004135132
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a729e7b5542992359bc313d,3,Pearl River (China),0.31684830784797668
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a729e7b5542992359bc313d,4,Cotter River System,0.30134913325309753
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a729e7b5542992359bc313d,5,Blackback barb,0.29651588201522827
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a729e7b5542992359bc313d,6,Red River system,0.28559774160385132
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a729e7b5542992359bc313d,7,Eastern freshwater cod,0.27815017104148865
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a729e7b5542992359bc313d,8,Holston River,0.27499949932098389
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a729e7b5542992359bc313d,9,Thái Bình River,0.25719171762466431
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a729e7b5542992359bc313d,10,Zambezi River System Action Plan,0.24720072746276855
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72a0be5542992359bc3143,1,Oedipus Rex,0.56475222110748291
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72a0be5542992359bc3143,2,The Interpretation of Dreams,0.53316080570220947
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72a0be5542992359bc3143,3,The Life and Work of Sigmund Freud,0.52545338869094849
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72a0be5542992359bc3143,4,Freud: A Life for Our Time,0.51260507106781006
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72a0be5542992359bc3143,5,Dostoevsky and Parricide,0.50411748886108398
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72a0be5542992359bc3143,6,Critical approaches to Hamlet,0.49433386325836182
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72a0be5542992359bc3143,7,Freud and Philosophy,0.48212483525276184
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72a0be5542992359bc3143,8,Why Freud Was Wrong,0.42683231830596924
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72a0be5542992359bc3143,9,The Assault on Truth,0.41062870621681213
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72a0be5542992359bc3143,10,Peter Swales (historian),0.38536590337753296
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72c6f65542994cef4bc402,1,Wheat salad,0.67711448669433594
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72c6f65542994cef4bc402,2,Fruit salad,0.58770591020584106
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72c6f65542994cef4bc402,3,Jello salad,0.54758155345916748
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72c6f65542994cef4bc402,4,Candle salad,0.5457453727722168
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72c6f65542994cef4bc402,5,Bean salad,0.53523492813110352
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72c6f65542994cef4bc402,6,Salad bar,0.49843057990074158
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72c6f65542994cef4bc402,7,Tomato,0.46416196227073669
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72c6f65542994cef4bc402,8,Crataegus pinnatifida,0.30524057149887085
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72c6f65542994cef4bc402,9,Pandanus conoideus,0.22907260060310364
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a72c6f65542994cef4bc402,10,Wheat allergy,0.22656580805778503
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7320565542991f9a20c61d,1,Keith Bostic (American football),0.51406455039978027
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7320565542991f9a20c61d,2,Keith Bostic,0.45210319757461548
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7320565542991f9a20c61d,3,Jerry Glanville,0.43254131078720093
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7320565542991f9a20c61d,4,Portland State Vikings football under Jerry Glanville,0.42612624168395996
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7320565542991f9a20c61d,5,1987 Pittsburgh Steelers season,0.30288833379745483
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7320565542991f9a20c61d,6,Mouse Davis,0.28508484363555908
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7320565542991f9a20c61d,7,Ken Herock,0.23185430467128754
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7320565542991f9a20c61d,8,1990 Atlanta Falcons season,0.19422805309295654
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7320565542991f9a20c61d,9,1989 Houston Oilers season,0.12534782290458679
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7320565542991f9a20c61d,10,Lucky to Be Alive (Confederate Railroad album),0.087041884660720825
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7332935542991f9a20c67d,1,Pirate's Cove,0.67813050746917725
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7332935542991f9a20c67d,2,Catan: Seafarers,0.60307395458221436
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7332935542991f9a20c67d,3,Catan Card Game,0.55132174491882324
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7332935542991f9a20c67d,4,Catan,0.53076159954071045
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7332935542991f9a20c67d,5,The Kids of Catan,0.51870584487915039
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7332935542991f9a20c67d,6,The Rivals for Catan,0.50822240114212036
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7332935542991f9a20c67d,7,Struggle for Rome (board game),0.48977518081665039
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7332935542991f9a20c67d,8,Catan Dice Game,0.48886770009994507
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7332935542991f9a20c67d,9,Elasund,0.43757948279380798
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a7332935542991f9a20c67d,10,Catan: Cities &amp; Knights,0.41992443799972534
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738225554299623ed4abc3,1,The Muppet Christmas Carol,0.63270902633666992
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738225554299623ed4abc3,2,List of The Muppets productions,0.56226539611816406
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738225554299623ed4abc3,3,Bedknobs and Broomsticks,0.53021824359893799
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738225554299623ed4abc3,4,Gonzo (Muppet),0.50003838539123535
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738225554299623ed4abc3,5,Rizzo the Rat,0.43986865878105164
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738225554299623ed4abc3,6,Bill Barretta,0.43865105509757996
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738225554299623ed4abc3,7,The Sword in the Stone (film),0.4315529465675354
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738225554299623ed4abc3,8,A Christmas Carol,0.40729096531867981
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738225554299623ed4abc3,9,Sam Eagle,0.3524901270866394
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738225554299623ed4abc3,10,Kalanta Xristougenon,0.25946938991546631
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738d27554299623ed4abf3,1,Erika Jayne,0.44202804565429688
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738d27554299623ed4abf3,2,Marisa Letícia Lula da Silva,0.39757055044174194
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738d27554299623ed4abf3,3,Marco Da Silva (dancer),0.33419770002365112
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738d27554299623ed4abf3,4,Emílio da Silva,0.32954525947570801
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738d27554299623ed4abf3,5,Marco da Silva (French footballer),0.30370771884918213
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738d27554299623ed4abf3,6,Viscount of Cardoso da Silva,0.30036085844039917
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738d27554299623ed4abf3,7,"Marquinhos (footballer, born June 1989)",0.29635986685752869
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738d27554299623ed4abf3,8,Café (musician),0.26521781086921692
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738d27554299623ed4abf3,9,José Graziano da Silva,0.18804448843002319
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738d27554299623ed4abf3,10,Fortaleza Metro,-0.023135457187891006
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738fe855429908901be2fb,1,Samuel Sim,0.50941681861877441
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738fe855429908901be2fb,2,Blog Wars,0.3193010687828064
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738fe855429908901be2fb,3,Joby Talbot,0.2970697283744812
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738fe855429908901be2fb,4,By the Beautiful Sea (song),0.29688391089439392
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738fe855429908901be2fb,5,King Arthur: Legend of the Sword,0.28433531522750854
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738fe855429908901be2fb,6,Robin Hood (2018 film),0.27649563550949097
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738fe855429908901be2fb,7,Beautiful Young Minds,0.24942567944526672
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738fe855429908901be2fb,8,Awake (film),0.20347981154918671
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738fe855429908901be2fb,9,Here (1954 song),0.20264679193496704
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a738fe855429908901be2fb,10,Gidget Goes to Rome,0.17560480535030365
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73977d554299623ed4ac08,1,Scout Tufankjian,0.56326842308044434
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73977d554299623ed4ac08,2,Art Laboe,0.36821961402893066
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73977d554299623ed4ac08,3,Interamerican Scout Jamboree,0.34791961312294006
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73977d554299623ed4ac08,4,KOKO-FM,0.32794404029846191
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73977d554299623ed4ac08,5,Chinese Australians,0.26615411043167114
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73977d554299623ed4ac08,6,Arabs in India,0.24785700440406799
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73977d554299623ed4ac08,7,Indian Scout (motorcycle),0.19645921885967255
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73977d554299623ed4ac08,8,Original Sound,0.18749833106994629
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73977d554299623ed4ac08,9,Destinations,0.15608552098274231
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73977d554299623ed4ac08,10,Scout Promise,0.08893992006778717
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73a7c755429978a71e9068,1,Something There,0.60947030782699585
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73a7c755429978a71e9068,2,Paige O'Hara,0.54512971639633179
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73a7c755429978a71e9068,3,Anna Simpson,0.4983481764793396
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73a7c755429978a71e9068,4,Evermore (Beauty and the Beast song),0.49140089750289917
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73a7c755429978a71e9068,5,Beauty and the Beast (Disney song),0.48937708139419556
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73a7c755429978a71e9068,6,Belle (Disney song),0.48736998438835144
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73a7c755429978a71e9068,7,Robby Benson,0.46868982911109924
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73a7c755429978a71e9068,8,Marissa Perry,0.45070672035217285
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73a7c755429978a71e9068,9,Be Our Guest,0.42133587598800659
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a73a7c755429978a71e9068,10,Belle (Disney),0.40650135278701782
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74106b55429979e288289e,1,Sachin Bansal,0.5352407693862915
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74106b55429979e288289e,2,Sachin Warrier,0.4982965886592865
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74106b55429979e288289e,3,Alec Muffett,0.28786057233810425
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74106b55429979e288289e,4,Tata Consultancy Services,0.26577574014663696
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74106b55429979e288289e,5,Lead programmer,0.25199884176254272
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74106b55429979e288289e,6,Divya S. Menon,0.23180763423442841
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74106b55429979e288289e,7,Wes McKinney,0.22334897518157959
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74106b55429979e288289e,8,William Connolley,0.19821001589298248
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74106b55429979e288289e,9,Muthuchippi Poloru,0.19133761525154114
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74106b55429979e288289e,10,Kanave Kalayathe,0.18412473797798157
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74684655429929fddd8410,1,"Back Up, Dancer",0.79594123363494873
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74684655429929fddd8410,2,Emily Bowker,0.36368942260742188
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74684655429929fddd8410,3,Janet Jackson,0.31880271434783936
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74684655429929fddd8410,4,"Glee: The Music, The Power of Madonna",0.31097924709320068
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74684655429929fddd8410,5,Joey Miyashima,0.26691687107086182
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74684655429929fddd8410,6,My Generation (talk show),0.243557408452034
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74684655429929fddd8410,7,It's Always Sunny in Philadelphia (season 6),0.16255336999893188
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74684655429929fddd8410,8,Old 8×10,0.14313003420829773
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74684655429929fddd8410,9,The Surreal Life: Fame Games,0.13729414343833923
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74684655429929fddd8410,10,Let That Be Your Last Battlefield,0.076015152037143707
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74c85055429916b0164218,1,British people,0.38314193487167358
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74c85055429916b0164218,2,"Australian referendum, 1937",0.37114167213439941
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74c85055429916b0164218,3,Alistair Grant,0.30209654569625854
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74c85055429916b0164218,4,Paul Méfano,0.28633636236190796
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74c85055429916b0164218,5,Robin Bailie,0.25402432680130005
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74c85055429916b0164218,6,Vatroslav Rožić,0.18994492292404175
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74c85055429916b0164218,7,William Bonfield,0.16983044147491455
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74c85055429916b0164218,8,Arild Nyquist,0.13389028608798981
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74c85055429916b0164218,9,Valentina Tereshkova,0.12938271462917328
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74c85055429916b0164218,10,Chawalit Kamutchati,0.097610309720039368
dense_per_question_n500_d10_20260726_r01,dense,per_question,5a74ce9655429974ef308c6c,1,ABQ Uptown,0.65251338481903076
