retrieval_run_id,method,setting,example_id,rank,title,score
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713a5a5542994082a3e6a9,5,Trojans Rugby Football Club,5.1548141622343993
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713a5a5542994082a3e6a9,6,ŠNK Radgona,5.0278479422487026
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713a5a5542994082a3e6a9,7,Maxine's Tap Room,4.8459989283113618
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713a5a5542994082a3e6a9,8,Manchester United F.C. in European football,4.6797899280059347
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713a5a5542994082a3e6a9,9,Trafford Bar tram stop,4.3831870831509132
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713a5a5542994082a3e6a9,10,Ragbi Klub Mornar Bar,4.087822968890003
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713ea95542994082a3e6e4,1,Alvaro Mexia,8.2940738371183134
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713ea95542994082a3e6e4,2,Indigenous peoples of Florida,5.5021935585187283
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713ea95542994082a3e6e4,3,Diplomatic mission,4.4076798288245822
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713ea95542994082a3e6e4,4,"Embassy of the United States, Nairobi",3.6889338500035671
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713ea95542994082a3e6e4,5,United States Mission to the European Union,3.2982837999904291
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713ea95542994082a3e6e4,6,List of diplomatic missions of Azerbaijan,3.1455304797280568
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713ea95542994082a3e6e4,7,Head of mission,3.1251681446158126
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713ea95542994082a3e6e4,8,"High Commission of Australia, London",2.8788069513559691
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713ea95542994082a3e6e4,9,Diplomatic bag,2.5915951703425115
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a713ea95542994082a3e6e4,10,"Embassy of China, London",2.2526349549029514
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7166395542994082a3e814,1,University of Kansas,20.947416704929907
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7166395542994082a3e814,2,University of the Incarnate Word,17.144932285916138
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7166395542994082a3e814,3,Kansas Song,14.402802392262112
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7166395542994082a3e814,4,University of Missouri–Kansas City,14.108944121557723
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7166395542994082a3e814,5,"North Kansas City, Missouri",12.818375498881089
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7166395542994082a3e814,6,Kansas City Scout,12.074149762833972
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7166395542994082a3e814,7,Kansas City jazz,11.71221400811449
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7166395542994082a3e814,8,Downtown Kansas City,11.42654794103967
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7166395542994082a3e814,9,Kansas City metropolitan area,10.759586919773463
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7166395542994082a3e814,10,History of the Kansas City metropolitan area,10.463746710142459
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a71717d5542994082a3e834,1,Gryphon (film),8.101396822496616
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a71717d5542994082a3e834,2,Steve Nallon,7.7795178835309162
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a71717d5542994082a3e834,3,Jeff Bennett,5.4087984820119779
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a71717d5542994082a3e834,4,Brian A. Miller,4.4858694149870519
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a71717d5542994082a3e834,5,Larry Drake,4.2525814488778266
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a71717d5542994082a3e834,6,Festival of New Songs,3.7605552579518515
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a71717d5542994082a3e834,7,Sherry Gunther,3.7433784753463666
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a71717d5542994082a3e834,8,Rumen Petkov,3.6983680104025076
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a71717d5542994082a3e834,9,List of Johnny Bravo episodes,3.1024270078270955
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a71717d5542994082a3e834,10,Van Partible,1.1969854800384438
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a717d4c5542994082a3e854,1,Gershgorin circle theorem,3.2433419718912466
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a717d4c5542994082a3e854,2,Pavel Alexandrov,2.7759535098836636
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a717d4c5542994082a3e854,3,Semyon Aranovich Gershgorin,1.9612662179738884
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a717d4c5542994082a3e854,4,Confrontation (TV series),1.9050421871801795
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a717d4c5542994082a3e854,5,Rafferty (1980 TV series),1.838172531623933
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a717d4c5542994082a3e854,6,Pavel Urysohn,1.8266202202854884
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a717d4c5542994082a3e854,7,Nerve of a covering,1.6291611703477513
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a717d4c5542994082a3e854,8,Semyon Aranovich,1.4472441585682243
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a717d4c5542994082a3e854,9,The Year of the Dog (film),0.40912099800708202
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a717d4c5542994082a3e854,10,Alexandroff extension,0.38340972335341134
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a722b8655429971e9dc9329,1,These Boots Are Made for Walkin',6.464112459628768
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a722b8655429971e9dc9329,2,Death of Abdul Wali,6.2703336319036085
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a722b8655429971e9dc9329,3,Jim Shoulders,5.5087902724287847
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a722b8655429971e9dc9329,4,Boots (album),4.8414166232749238
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a722b8655429971e9dc9329,5,The Twenty-fifth Anniversary Anthology,4.5607543835511422
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a722b8655429971e9dc9329,6,Boots (EP),4.2319280735200575
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a722b8655429971e9dc9329,7,Kon Kan,4.1667876726638022
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a722b8655429971e9dc9329,8,Nancy Sinatra,4.0113272161716003
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a722b8655429971e9dc9329,9,Puss N' Boots/These Boots Are Made for Walkin',3.2926545047567268
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a722b8655429971e9dc9329,10,Lee Hazlewood,2.9499226729001919
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7252db5542990c210a4104,1,Donald Trump Jr.,7.1810435369032728
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7252db5542990c210a4104,2,Clear Creek Meeting House,6.2499211102362091
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7252db5542990c210a4104,3,Child Welfare League of America,5.6081523038343599
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7252db5542990c210a4104,4,Trump campaign–Russian meeting,5.1311332670926548
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7252db5542990c210a4104,5,Mary Elizabeth Day Nursery,5.0274980296520857
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7252db5542990c210a4104,6,Zeresenay Alemseged,4.8984859567510988
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7252db5542990c210a4104,7,Domitia Lepida the Elder,4.7705876772486455
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7252db5542990c210a4104,8,Jessica Mulroney,4.5799003589664631
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7252db5542990c210a4104,9,John Ingram McMorran,4.4556568608186193
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7252db5542990c210a4104,10,Clayton Fountain,4.1740535208525067
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a729e7b5542992359bc313d,1,Longhunter,8.174069089181998
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a729e7b5542992359bc313d,2,Cotter River System,4.6849111477081102
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a729e7b5542992359bc313d,3,Thái Bình river system,3.1841617527993296
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a729e7b5542992359bc313d,4,Red River system,3.1214863604300658
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a729e7b5542992359bc313d,5,Zambezi River System Action Plan,2.9046955929777205
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a729e7b5542992359bc313d,6,Thái Bình River,2.8253201478369134
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a729e7b5542992359bc313d,7,Pearl River (China),2.8234188262548092
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a729e7b5542992359bc313d,8,Blackback barb,2.5540037811769158
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a729e7b5542992359bc313d,9,Eastern freshwater cod,2.5019754772059786
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a729e7b5542992359bc313d,10,Holston River,2.0359929683712865
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72a0be5542992359bc3143,1,Dostoevsky and Parricide,15.335473464227816
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72a0be5542992359bc3143,2,Oedipus Rex,11.481685344557388
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72a0be5542992359bc3143,3,Peter Swales (historian),8.7901003701557148
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72a0be5542992359bc3143,4,The Interpretation of Dreams,8.0364599287025023
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72a0be5542992359bc3143,5,Why Freud Was Wrong,7.888642448208655
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72a0be5542992359bc3143,6,The Assault on Truth,7.66271303321719
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72a0be5542992359bc3143,7,The Life and Work of Sigmund Freud,7.4590989502232219
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72a0be5542992359bc3143,8,Freud and Philosophy,7.129424636283348
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72a0be5542992359bc3143,9,Critical approaches to Hamlet,6.7041872820880748
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72a0be5542992359bc3143,10,Freud: A Life for Our Time,6.3408125195677236
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72c6f65542994cef4bc402,1,Wheat salad,3.7493942748122802
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72c6f65542994cef4bc402,2,Wheat allergy,3.3434263265727844
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72c6f65542994cef4bc402,3,Candle salad,3.0856649158649114
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72c6f65542994cef4bc402,4,Bean salad,2.9077924723430768
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72c6f65542994cef4bc402,5,Salad bar,2.4589525860875305
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72c6f65542994cef4bc402,6,Crataegus pinnatifida,2.4090829849267159
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72c6f65542994cef4bc402,7,Fruit salad,1.9621621086786831
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72c6f65542994cef4bc402,8,Tomato,1.2755349764954622
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72c6f65542994cef4bc402,9,Jello salad,1.1491593118668801
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a72c6f65542994cef4bc402,10,Pandanus conoideus,0.75947282317561826
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7320565542991f9a20c61d,1,Keith Bostic (American football),5.449792500189468
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7320565542991f9a20c61d,2,Keith Bostic,4.3010191760284915
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7320565542991f9a20c61d,3,Ken Herock,2.2817348270408222
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7320565542991f9a20c61d,4,1987 Pittsburgh Steelers season,1.5718364125287525
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7320565542991f9a20c61d,5,1989 Houston Oilers season,1.2189632342879344
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7320565542991f9a20c61d,6,Lucky to Be Alive (Confederate Railroad album),0.86761371056865111
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7320565542991f9a20c61d,7,Mouse Davis,0.81921567206121204
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7320565542991f9a20c61d,8,Jerry Glanville,0.73218518979526959
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7320565542991f9a20c61d,9,Portland State Vikings football under Jerry Glanville,0.68322732148272391
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7320565542991f9a20c61d,10,1990 Atlanta Falcons season,0.35026588446319551
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7332935542991f9a20c67d,1,Pirate's Cove,5.3455724107331939
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7332935542991f9a20c67d,2,Catan: Seafarers,3.431636439312709
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7332935542991f9a20c67d,3,The Rivals for Catan,2.9789168041285552
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7332935542991f9a20c67d,4,Catan Dice Game,2.565610694156192
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7332935542991f9a20c67d,5,Catan: Cities &amp; Knights,1.9146217434687425
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7332935542991f9a20c67d,6,Catan,1.7182388773952677
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7332935542991f9a20c67d,7,The Kids of Catan,1.5612827821220217
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7332935542991f9a20c67d,8,Struggle for Rome (board game),1.5060345567693108
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7332935542991f9a20c67d,9,Elasund,1.3375182240016898
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a7332935542991f9a20c67d,10,Catan Card Game,1.1093120116219888
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738225554299623ed4abc3,1,Bedknobs and Broomsticks,8.7884734641164695
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738225554299623ed4abc3,2,The Muppet Christmas Carol,5.1506248012438967
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738225554299623ed4abc3,3,Kalanta Xristougenon,4.6584348639556969
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738225554299623ed4abc3,4,List of The Muppets productions,4.3530542350310508
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738225554299623ed4abc3,5,The Sword in the Stone (film),3.4949520194321262
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738225554299623ed4abc3,6,Rizzo the Rat,3.3305068591680351
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738225554299623ed4abc3,7,Sam Eagle,2.8268130028538492
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738225554299623ed4abc3,8,A Christmas Carol,2.6404210377460737
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738225554299623ed4abc3,9,Gonzo (Muppet),2.4575615043949179
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738225554299623ed4abc3,10,Bill Barretta,2.2890671502117739
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738d27554299623ed4abf3,1,Café (musician),4.8256061317990344
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738d27554299623ed4abf3,2,Erika Jayne,4.0022251528276866
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738d27554299623ed4abf3,3,Marco Da Silva (dancer),3.7293307976343835
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738d27554299623ed4abf3,4,Marco da Silva (French footballer),2.8521325627286536
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738d27554299623ed4abf3,5,"Marquinhos (footballer, born June 1989)",2.7713729083139365
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738d27554299623ed4abf3,6,Emílio da Silva,2.6385168419063936
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738d27554299623ed4abf3,7,Viscount of Cardoso da Silva,1.9448865737817651
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738d27554299623ed4abf3,8,José Graziano da Silva,1.7378220674950415
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738d27554299623ed4abf3,9,Marisa Letícia Lula da Silva,1.7151244821891707
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738d27554299623ed4abf3,10,Fortaleza Metro,1.4958341395851549
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738fe855429908901be2fb,1,By the Beautiful Sea (song),5.0987472777605856
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738fe855429908901be2fb,2,King Arthur: Legend of the Sword,5.0065415373470215
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738fe855429908901be2fb,3,Here (1954 song),4.5982925335736917
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738fe855429908901be2fb,4,Samuel Sim,4.3549560951240851
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738fe855429908901be2fb,5,Awake (film),3.9881094578247285
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738fe855429908901be2fb,6,Robin Hood (2018 film),3.9034544445730956
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738fe855429908901be2fb,7,Blog Wars,3.779782157388289
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738fe855429908901be2fb,8,Gidget Goes to Rome,3.6479994712356461
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738fe855429908901be2fb,9,Beautiful Young Minds,2.8842630107184823
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a738fe855429908901be2fb,10,Joby Talbot,2.5852302507763905
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73977d554299623ed4ac08,1,KOKO-FM,5.9262855621431036
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73977d554299623ed4ac08,2,Chinese Australians,4.8783207401053756
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73977d554299623ed4ac08,3,Art Laboe,4.8419006643863538
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73977d554299623ed4ac08,4,Indian Scout (motorcycle),4.727979841258132
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73977d554299623ed4ac08,5,Arabs in India,4.1736978458928569
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73977d554299623ed4ac08,6,Interamerican Scout Jamboree,3.1693857267360657
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73977d554299623ed4ac08,7,Original Sound,3.0394715633342524
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73977d554299623ed4ac08,8,Scout Promise,2.9366065607374559
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73977d554299623ed4ac08,9,Scout Tufankjian,2.5831959762849337
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73977d554299623ed4ac08,10,Destinations,1.9082959049496127
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73a7c755429978a71e9068,1,Anna Simpson,4.6691631328083316
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73a7c755429978a71e9068,2,Marissa Perry,3.7174862490370497
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73a7c755429978a71e9068,3,Robby Benson,3.6673869699637587
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73a7c755429978a71e9068,4,Beauty and the Beast (Disney song),3.6229311733350165
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73a7c755429978a71e9068,5,Belle (Disney song),3.5354247310605071
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73a7c755429978a71e9068,6,Something There,3.4833139138109086
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73a7c755429978a71e9068,7,Belle (Disney),3.4778324563348568
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73a7c755429978a71e9068,8,Evermore (Beauty and the Beast song),3.4377723905207223
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73a7c755429978a71e9068,9,Be Our Guest,3.3905780409178625
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a73a7c755429978a71e9068,10,Paige O'Hara,3.3186195700790577
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74106b55429979e288289e,1,William Connolley,6.2613153114242639
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74106b55429979e288289e,2,Alec Muffett,4.7202064173635456
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74106b55429979e288289e,3,Wes McKinney,4.7023235766305138
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74106b55429979e288289e,4,Tata Consultancy Services,4.2103401815724766
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74106b55429979e288289e,5,Muthuchippi Poloru,4.0019475098975823
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74106b55429979e288289e,6,Sachin Warrier,3.7311180463001397
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74106b55429979e288289e,7,Lead programmer,3.2319549326229229
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74106b55429979e288289e,8,Sachin Bansal,2.4064589058928929
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74106b55429979e288289e,9,Divya S. Menon,1.8776818421239507
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74106b55429979e288289e,10,Kanave Kalayathe,1.7120680420082575
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74684655429929fddd8410,1,"Back Up, Dancer",13.318311082737363
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74684655429929fddd8410,2,Emily Bowker,5.9701211684512554
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74684655429929fddd8410,3,The Surreal Life: Fame Games,5.646047693838316
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74684655429929fddd8410,4,"Glee: The Music, The Power of Madonna",5.5592484601472156
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74684655429929fddd8410,5,Old 8×10,4.5787642757174956
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74684655429929fddd8410,6,Joey Miyashima,3.8450793923300357
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74684655429929fddd8410,7,Let That Be Your Last Battlefield,3.1749646634486348
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74684655429929fddd8410,8,My Generation (talk show),2.5372446975829699
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74684655429929fddd8410,9,Janet Jackson,2.2080072201867207
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74684655429929fddd8410,10,It's Always Sunny in Philadelphia (season 6),2.1495833905042065
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74c85055429916b0164218,1,"Australian referendum, 1937",3.7448573066109101
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74c85055429916b0164218,2,Valentina Tereshkova,3.4267474617232883
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74c85055429916b0164218,3,Arild Nyquist,3.1660110465211662
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74c85055429916b0164218,4,British people,2.4875070079325998
bm25_per_question_n500_d10_20260726_r01,bm25,per_question,5a74c85055429916b0164218,5,William Bonfield,2.4256760610667256
